text,humor,pred,result,good,bad,accuracy,precision,recall,F1
"I have a unicorn. This will be the character with a little angry, equal sign sitting on it.",True,True,good,,,,,,
And then the train will be the thing it has to jump over.,False,False,good,,,,,,
"So let's, so what I'm going to do here is I'm going to add these files. I'm going to add file. And I'm going to drag them in to the web editor. It uploaded all of them.",False,False,good,,,,,,
"And then in here, I'm going to add preload. And I'm going to have let you image, let t image, and let background image. And let's load all those. U image equals load image unicorn.png. And we're doing the same. For t image and background image, this is train.",False,False,good,,,,,,
"And this is background. Let's change the background to, ooh. So what did I get wrong here? Background is actually a JPEG. So let's have the background now be background image. There we go.",False,False,good,,,,,,
"And let's have the unicorn. Where is it be? I'm going to say image, unicorn image. There we go.",False,False,good,,,,,,
"It's so tiny. Oh, it's not pixelated. It's so sad.",True,False,bad,,,,,,
"Let's change this to 150. That's, but it's x value shouldn't be here. There we go.",False,False,good,,,,,,
So there's our jumping unicorn.,True,False,bad,,,,,,
This is not a lot of screen real estate to work with.,True,False,bad,,,,,,
"So let me actually load a background image that's 800 pixels wide, which I think will be a little better than 600.",False,False,good,,,,,,
"All right, my unicorn can jump.",True,True,good,,,,,,
"And I've made the background a little wider, which means now I need obstacles for it to jump over. And those are going to be little train things.",False,False,good,,,,,,
"So I'm going to make another class, call it a train.",False,False,good,,,,,,
Choo-choo.,True,False,bad,,,,,,
"I'm going to give that a constructor. These will have also an x and a y. So the x will be, it's going to start off the edge. And the y will be, actually also at the bottom. So height minus, I'll give it a size. And this dot r will be 100.",False,False,good,,,,,,
"And then, so now I need a show function.",False,False,good,,,,,,
"And that I'm going to draw as an image, like fingers are in the wrong place, the train image at x and y.",False,False,good,,,,,,
"This dot r, this dot r. And let's also add a move function.",False,False,good,,,,,,
And we'll say this dot x minus equals.,False,False,good,,,,,,
"And so the train, so this is a weird thing.",False,False,good,,,,,,
"It's supposed to be, oh, this is going to be a problem. My fixed background is going to make this visually a problem. And people on the chat are saying parallax background please. All right, so maybe I'm going to get to that. This is going to end up being a longer video if I implement that.",False,False,good,,,,,,
"But really, the unicorn is moving. So the unicorn is moving, but the x stays fixed.",False,False,good,,,,,,
"The trains, well, the trains could be moving if they're trains.",True,False,bad,,,,,,
That's weird.,True,False,bad,,,,,,
"But they're supposed to be cactuses, cacti.",True,False,bad,,,,,,
They're standing still and the unicorn is just approaching them.,False,False,good,,,,,,
But we're seeing it from the unicorns point of view.,False,False,good,,,,,,
"Oh, I've really botched this.",False,False,good,,,,,,
But what I'm going to do is just move them by the whole scene is scrolling by three pixels.,False,False,good,,,,,,
"And we'll figure out if we can parallax the background, maybe later. What do I even mean by parallax to make it appear as if the background is changing, but often the distance, so it's sort of moving at a different speed.",False,False,good,,,,,,
"But for now, let's just do this.",False,False,good,,,,,,
"Let's create an array called trains. And we're going to say, train in setup.",False,False,good,,,,,,
"Well, actually, you know what we're going to do in draw? We're just going to randomly. We're going to pick a random number between 0 and 1. And we'll say 1% of the time, we're going to say trains.push. We're going to add a new train. So it's going to be irregular.",False,False,good,,,,,,
"This is different than the flappy bird I made where the, I think the pipes, maybe it was a regular. I thought the pipes were regular intervals.",False,False,good,,,,,,
"Now there's a random chance of adding a new train. And then all of the trains that exist, we're going to say four, all of the train, the dodged, say T in trains. I'm going to say T dot move, T dot show.",False,False,good,,,,,,
"All right, let's see what happens. Do we have a train? Maybe I better increase this. Oh, there we go. Oh, look at that.",False,False,good,,,,,,
"All right, they're moving.",False,False,good,,,,,,
They're kind of slow.,False,False,good,,,,,,
I'm going to jump over it.,False,False,good,,,,,,
"OK, let's make them move a little faster.",False,False,good,,,,,,
So we've got some tweaking we've got to do.,False,False,good,,,,,,
"Whoa, this is a nice way.",True,True,good,,,,,,
"Now, look, my unicorn can fly.",True,True,good,,,,,,
"So I need to fix the fact, I need to not allow my unicorn to fly, right?",True,True,good,,,,,,
I should only be able to jump if I'm at the bottom. So let's fix that.,False,False,good,,,,,,
"So to do that, I need to go into unicorn. And in the jump function, I should only be allowed to jump if I'm sitting at the bottom. So in other words, if y is, oh, well, if I'm at the bottom. So as long as y is equal to, is this really going to work? I don't like to use equal checks. But this is, by definition, sitting at the bottom. So only if I'm sitting at the bottom, can I jump?",False,False,good,,,,,,
"So if y is equal to that spot, let's see if that works. So jump, oops, jump. Oh, this dot y.",False,False,good,,,,,,
"Come on, trains.",True,False,bad,,,,,,
"Oh yeah, yep, I can only jump when I'm at the bottom. All right, so that works. So that fixed.",False,False,good,,,,,,
I think I need to be able to jump quite a bit higher.,False,False,good,,,,,,
Let's try 35.,False,False,good,,,,,,
Should really use like a slider or something.,False,False,good,,,,,,
There we go.,False,False,good,,,,,,
I think this is going to make the game more possible to win.,False,False,good,,,,,,
There's too many trains.,True,False,bad,,,,,,
Too many trains.,True,False,bad,,,,,,
One thing that's bothering me is the trains are going in front of the unicorn. I know that doesn't really matter. So much. It really doesn't matter. But I kind of would prefer them to be behind.,False,False,good,,,,,,
So I'm going to move this here.,False,False,good,,,,,,
I'm also going to make the game a little easier to play.,False,False,good,,,,,,
I'm going to reduce the number of trains. So there's going to be a much lower probability of there being a train.,False,False,good,,,,,,
"Let's see if I can actually play this game somewhat successfully, even though I'm not doing the collision checking yet.",False,False,good,,,,,,
No.,False,False,good,,,,,,
"I think if the trains move faster, it would actually make it easier. So let's actually double the speed of the trains.",False,False,good,,,,,,
All right.,False,False,good,,,,,,
This looks like this game is now possible to play.,False,False,good,,,,,,
"But I need to add collision detection. So I've done this before in plenty of other coding challenges. There's a pretty simple algorithm to just check if two rectangles are intersecting with each other or not. I can just check their x's and y. They're basically all of the edges, the left, the right, the top, the bottom against each other.",False,False,good,,,,,,
"But this is a nice opportunity for me to just explore a library that's out there in the world. And this library is called P5 Collide 2D. And it actually has a function that it called Collide Rectangle Rectangle. And it'll give me a Boolean variable if I give it the x, y with height of one rectangle and the x, y with height of another rectangle. So let's actually just use this library.",False,False,good,,,,,,
"This is also a nice excuse for me to show you that GitHub is now integrated with something called JSDeliver. So this is an open source content delivery network, meaning if a JavaScript file is hosted on GitHub, I don't have to download that file and then add it to my project. I can just link to it.",False,False,good,,,,,,
So I'm going to go over here to GitHub. There's lots of different ways here that I can reference a file on GitHub. I think the easiest way for what I'm doing right now is just to reference its path. And here's an example path.,False,False,good,,,,,,
"So I'm going to go over here to index.html. I'm going to add another script tag. I'm going to say script, source equals. I'm going to paste that in, closed script. But this is not the path that I want. I want the username, which is B-M-O-R-E-N. And then I want the path to let's get the minified version of the library.",False,False,good,,,,,,
"And that would just be this, right there in the root directory.",False,False,good,,,,,,
So now I'm just referencing that file.,False,False,good,,,,,,
Let's see if that works.,False,False,good,,,,,,
This is actually not correct.,False,False,good,,,,,,
"I'm referencing the CDN URL, the username, but I also need the repo name. So that should be p5.collide2d slash this.",False,False,good,,,,,,
So this should now work.,False,False,good,,,,,,
And I should be able to use the collide function.,False,False,good,,,,,,
So I'm going to use this collide rectangle rectangle.,False,False,good,,,,,,
Let me just call this in draw to see if that works.,False,False,good,,,,,,
And it doesn't give me an error.,False,False,good,,,,,,
Great. No error.,True,False,bad,,,,,,
"And so now I can check when I'm going through all of the trains if unicorn hits t, console log game over. So console log game over.",False,False,good,,,,,,
And then I'm actually going to say no loop.,False,False,good,,,,,,
"So I'm just going to actually stop the sketch, shut down the sketch completely, which isn't a really thoughtful user experience design choice.",False,False,good,,,,,,
But it's what I'm going to do for right now.,False,False,good,,,,,,
"And then I just need to add a function here called hits and receives a train. And I can use this function, which I need this.x, this.y, this.r, this.r. And then I need exactly the same thing but with that particular train.",False,False,good,,,,,,
"So instead of this, I'm checking this rectangle with this trains rectangle. And I'm going to put this in a variable called collide. And I'm going to say if I am going to return that.",False,False,good,,,,,,
"I can actually, you know what? I'm just returning this. Return that. So return the true or false result of this collide function from that library.",False,False,good,,,,,,
And now let's run the game.,False,False,good,,,,,,
I'll wait for our first train.,False,False,good,,,,,,
Game over.,False,False,good,,,,,,
Let's see if I can play it now.,False,False,good,,,,,,
"Oh, there are so many trains, oh well, you're hooked.",True,False,bad,,,,,,
"Let's make the train a little bit smaller. And actually, let's make the unicorn smaller as well. Hopefully this will help.",False,False,good,,,,,,
"All right, let's draw the box. Let's debug this a little bit by drawing the box like very subtly.",False,False,good,,,,,,
So let's draw a very slight rectangle.,False,False,good,,,,,,
This is what we're actually checking.,False,False,good,,,,,,
There we go.,False,False,good,,,,,,
It helps to see the full box.,False,False,good,,,,,,
"Come on, trains.",False,False,good,,,,,,
Spawning a train with a mouse click would be a good idea.,False,True,bad,,,,,,
"OK, we lost.",False,False,good,,,,,,
"All right, so there's obviously a lot of gameplay improvements that need to happen here. One is I could be more thoughtful about, you can see how there's some wasted space here.",False,False,good,,,,,,
I should crop the image and the actual rectangle a little bit smaller.,False,False,good,,,,,,
I could consider using a circle.,False,False,good,,,,,,
I could use a more complex shape.,False,False,good,,,,,,
But this is good enough for right now.,False,False,good,,,,,,
Let's actually make it.,False,False,good,,,,,,
I could also just click the mouse in order to start a train that actually might help things.,False,False,good,,,,,,
But let me comment out this.,False,False,good,,,,,,
"And what I want to do just before I go, before I finish saying, you're going to make a version of this with a score and all sorts of nicer things and sounds.",True,False,bad,,,,,,
But I've got to finish this off. I've got to finish this video.,False,False,good,,,,,,
"I want to control the train with my voice. So to do that, I'm going to use ML5JS, which has a speech commands machine learning model built into this JavaScript library.",False,False,good,,,,,,
"So I made a whole separate video about this particular pre-trained model and how it works. So I'm just going to add it pretty quickly into this video. You can go watch the other one for more details. But if you're looking for the documentation, if I click on reference, and go to sound classifier, this is what I'm looking at doing.",False,False,good,,,,,,
"So all I need to, first thing I need to do is, well, actually, one thing I need to do is I need to go to get started. And I need to get a script tag to be able to reference the library.",False,False,good,,,,,,
So I want to add the ML5 library. So I'm copying this.,False,False,good,,,,,,
I'm going here to index the HTML.,False,False,good,,,,,,
"So in addition to P5Cly2D, I'm now adding ML5.",False,False,good,,,,,,
And I'm going to go here.,False,False,good,,,,,,
And I'm going to in preload.,False,False,good,,,,,,
"I'm going to do let sound classifier, create a variable in preload.",False,False,good,,,,,,
I'm going to say sound classifier equals ML5 sound classifier.,False,False,good,,,,,,
And the model I'm loading is called speech commands 18W. Because this is a model that's been trained to recognize 18 particular words.,False,False,good,,,,,,
"Zero, the digits, zero through nine, up, down, left, right, and a few other ones that are documented on this ML5 webpage.",False,False,good,,,,,,
Let's go look that up real quick.,False,False,good,,,,,,
"So if I go back to sound classifier, up, down, left, right, go, stop, yes, no. So those are the words it's trained to recognize.",False,False,good,,,,,,
"And I actually also want to get this probability threshold. So I'm going to add this in here, because I want it to be really sure I'm saying jump. So I'm going to make this 95. This means it's got to be 95% sure. The confidence score that's coming from that particular model.",False,False,good,,,,,,
"And how that model was trained, and there's all the paper you can read. And I've talked about that more in the other video.",False,False,good,,,,,,
"So now that I have that, in setup, I can say sound classifier.classify, then I can get a function. I'm going to call it got word.",False,False,good,,,,,,
We're got command.,False,False,good,,,,,,
"Let's call it got command. So this is a callback function that is going to trigger any time it gets a command. It gets an error first, error first callbacks, and then the results.",False,False,good,,,,,,
"So I'm just going to say if there's an error, I'm just going to console error the error. Otherwise, if results index 0 dot label. So results as an array with labels and confidence scores. The labels are the words.",False,False,good,,,,,,
"And what I'm looking for is the word up. If that label is up, then unicorn jump.",False,True,bad,,,,,,
So this is a really quick way of me looking for a particular keyword from that library.,False,False,good,,,,,,
And I'm also just going to console log results index 0 dot label. Just to see if I'm getting other words also. And we might as well log the confidence score just so we can see that. That might be good for debugging as well.,False,False,good,,,,,,
"So now that I've logged those two things, I'm going to run this sketch.",False,False,good,,,,,,
Shoot.,False,False,good,,,,,,
But you can see it got up 95%.,False,False,good,,,,,,
I'm going to add the thing where I click the mouse and I can give myself a train.,False,False,good,,,,,,
"And in fact, let's comment out the random trains.",False,False,good,,,,,,
"Also, I really should be more thoughtful about how I'm picking the train. Like when the train should come, like maybe there's a minimum distance between them.",False,False,good,,,,,,
"If I've just added one, can I have a longer train with other train cars?",False,False,good,,,,,,
I don't know what's going on here.,False,False,good,,,,,,
There's a lot of narrative flaws in what's going on here.,True,False,bad,,,,,,
But I'm just going to add one myself.,False,False,good,,,,,,
Up.,False,False,good,,,,,,
Yes.,False,False,good,,,,,,
Up.,False,False,good,,,,,,
Shoot.,False,False,good,,,,,,
All right.,False,False,good,,,,,,
Everyone is making the suggestion in the chat that I should change it to a circle. So that'll actually kind of be like around it. It'll give me a little wiggle room along the edges and make the intersection happen a little less often. So let's actually go ahead and do that.,False,False,good,,,,,,
"So I'm going to go into where the only place where I'm doing this collision detection is where in the unicorn under hits. So I'm going to change this to collide circle circle, collide circle circle, and circle to circle assumes ellipse mode center. So I'm going to have to think of the circle as the center point of the object, which is not a big deal.",False,False,good,,,,,,
"So the way that I'm going to do that, let's make some separate variables. Let's say x1 equals this dot x plus this dot r times 0.5. So this would be the middle. This is the middle. And then r is the diameter of the circle. So that's fine.",False,False,good,,,,,,
"This is y. And then x2, y2 is the train. Train dot x, train dot y, train dot r, train dot r. And so now I want collide circle circle x1, y1, and then x2, y2. The question is, is r for actually the radius or is it the diameter? Does it say circle diameter, circle diameter.",False,False,good,,,,,,
So I'm good.,False,False,good,,,,,,
"All right, so let's try this.",False,False,good,,,,,,
"And then this should really be, oh, this is kind of unfortunate.",False,False,good,,,,,,
This should now be an ellipse.,False,False,good,,,,,,
"Oh, you know what I can just do? I can say ellipse mode corner, perfect. So let's draw the hit circles under train. Let's do the same thing here and say ellipse there.",False,False,good,,,,,,
"So this should now, we should see.",False,False,good,,,,,,
Here we go.,False,False,good,,,,,,
That's what it's going to do.,False,False,good,,,,,,
"OK, here we go.",False,False,good,,,,,,
"Oh, after click.",False,False,good,,,,,,
"Oh, what happened?",False,False,good,,,,,,
"All right, I passed r in twice, which is very unnecessary.",True,True,good,,,,,,
"You just give it the diameter, not the radius, even though I'm calling it r once.",False,False,good,,,,,,
And let's see what happens.,False,False,good,,,,,,
"OK, here we go.",False,False,good,,,,,,
Jump.,False,False,good,,,,,,
Why is my browser really freaking out?,True,True,good,,,,,,
Let's comment out the debugging.,False,False,good,,,,,,
We're just going to go for it now.,False,False,good,,,,,,
We're going to play this game and close this tab.,False,False,good,,,,,,
Quick Chrome.,True,False,bad,,,,,,
We're about to play this game.,True,False,bad,,,,,,
"Oh, up.",True,False,bad,,,,,,
It's up.,True,False,bad,,,,,,
I'm saying jump.,True,False,bad,,,,,,
So up.,True,False,bad,,,,,,
"Yeah, there we go.",False,False,good,,,,,,
Up. Up. Up.,True,False,bad,,,,,,
"All right, ready, everyone?",True,False,bad,,,,,,
Up. Up. Up. Up. Up. Up. Up. Up. Up.,True,False,bad,,,,,,
Look at me.,True,False,bad,,,,,,
I guess I can't use the music.,True,False,bad,,,,,,
Up. Up. Up.,True,False,bad,,,,,,
Ah.,True,False,bad,,,,,,
"All right, everyone.",False,False,good,,,,,,
Thus ends this coding challenge.,False,False,good,,,,,,
"There are so many things that need to be added to this. Number one, the narrative makes no sense.",False,False,good,,,,,,
Why is there this unicorn standing still? Without any animation.,False,False,good,,,,,,
The trains are coming at it. The background should be sort of like in parallax moving.,False,False,good,,,,,,
So probably it should be jumping over.,False,False,good,,,,,,
"I should have just used cacti. That's the plural of cactus, right?",True,False,bad,,,,,,
There's no score.,False,False,good,,,,,,
There's no birds flying.,False,False,good,,,,,,
You could add a flying asterisk.,True,False,bad,,,,,,
"I'm going to, when I upload this, I'm going to include, when I, when this video publishes and with the code, I will include a lot of the coding train characters, which are designed by Jason Heggland, so I'm going to include a whole bunch of those.",False,False,good,,,,,,
"If people want to make a version of this game that we can all play online, with speech commands.",False,False,good,,,,,,
Let me try this.,False,False,good,,,,,,
I'm going to just say goodbye by trying this one more sentence.,False,False,good,,,,,,
"Yes, Alka is pointing out that speech detection, I behind the browser might be lower latency, but let's try this one more time.",False,False,good,,,,,,
Up. Up. Up. Up. Up. Up. Up.,False,False,good,,,,,,
"Oh, okay.",False,False,good,,,,,,
"Goodbye, everyone.",False,False,good,,,,,,
Thank you very much.,False,False,good,,,,,,
And see you later on a future coding challenge.,False,False,good,,,,,,
