text,humor,pred,result,good,bad,accuracy
"So of course I forgot what I always forget, which is that I've added some new JavaScript files, and I need to reference them in my HTML.",TRUE,TRUE,good,,,
Unicorn and what was the other thing called? train?,FALSE,TRUE,bad,,,
All right. So that's a unicorn.,FALSE,FALSE,good,,,
"And what I want is, but let me play that game again.",FALSE,TRUE,bad,,,
How does it work?,FALSE,FALSE,good,,,
It just sits there.,FALSE,FALSE,good,,,
"So every time I press the space bar, it jumps. So let's get it to do that first. Let's get it to do that first. ",FALSE,FALSE,good,,,
"So what does it need in order to be able to jump?. It needs a velocity, a speed along the y axis.",FALSE,FALSE,good,,,
"So let's call this vy, and we'll say that's zero.",FALSE,FALSE,good,,,
"And we'll write a function called jump, which we will give it kind of this like instant force. So we're going to like push it up.",FALSE,FALSE,good,,,
"So I'm going to say this dot vy equals, let's say like negative five. That's moving it up.",FALSE,FALSE,good,,,
"And then I'm going to write a function called move, which says this dot y plus equals this dot vy. So what we should see now is if I say unicorn dot move, and then if I add function key pressed and say if the key is the space bar, unicorn dot jump. This really is basically the same as flappy birds so far. Then we should see that velocity kick in.",FALSE,FALSE,good,,,
"So I'm always moving it based on whatever that velocity is. But the velocity is zero, the speed is zero. But as soon as I say jump, it sets the speed to negative five, and we should start to see it move up.",FALSE,FALSE,good,,,
Here we go.,FALSE,FALSE,good,,,
And I'm moving along here.,FALSE,FALSE,good,,,
I'm going to press space.,FALSE,FALSE,good,,,
There we go.,FALSE,FALSE,good,,,
"Ah, goodbye unicorn.",TRUE,TRUE,good,,,
See you later.,TRUE,TRUE,good,,,
All right.,FALSE,FALSE,good,,,
So we need gravity.,FALSE,FALSE,good,,,
"So we need some form of gravity, which probably makes sense as a global variable, but I'm just going to, since the gravity is really only going to affect the unicorn.",FALSE,TRUE,bad,,,
I'm going to put it in here.,FALSE,FALSE,good,,,
Let's say it's a zero point five.,FALSE,FALSE,good,,,
"So gravity is in a way a counteracting force. So no matter what it's doing, the gravity is always adjusting the speed of the unicorn, the acceleration basically. So what I can do now also in move is say this dot VY plus equal this dot gravity.",FALSE,FALSE,good,,,
"However, I don't want to ever let, because now it's gone. I don't want to ever let the unicorn fall off the bottom. It should be basically a ground level.",FALSE,FALSE,good,,,
So I'm going to do that.,FALSE,FALSE,good,,,
So let's make this 50 a size.,FALSE,FALSE,good,,,
Let's say R equals 50.,FALSE,FALSE,good,,,
"So we're going to kind of use that for all the parts where we're drawing. And then I'm also going to say, I'm going to have a constraint. So I'm going to say this dot Y equals constraint. It's current Y value between zero and really where it's sitting at the bottom, which is also height minus this dot R. So it's stuck there.",FALSE,FALSE,good,,,
"And now if I press, oops, press space, you can see it jumps.",FALSE,TRUE,bad,,,
Now that's a very measly little jump.,TRUE,TRUE,good,,,
We need to be able to jump much more. So let's set this to like 25. And let's see what happens.,FALSE,FALSE,good,,,
Okay. That's too much.,TRUE,TRUE,bad,,,
Let's just set it to 10. Maybe I need to make the gravity stronger too. So there's going to be a lot of fine tuning of this. But let's just do that.,FALSE,FALSE,good,,,
And let me set this to 25.,FALSE,FALSE,good,,,
Whoops.,TRUE,TRUE,good,,,
And maybe let's set the gravity to two.,FALSE,FALSE,good,,,
There we go.,FALSE,FALSE,good,,,
This feels a bit more like the dinosaur game. So this is kind of sad.,TRUE,TRUE,good,,,
"Let's make our unicorn look a little bit more exciting. Let's load an image. So I have on the desktop here, I have some images. I have a background, which will be the background of the game.",FALSE,FALSE,good,,,
"I have a unicorn. This will be the character with a little angry, equal sign sitting on it.",TRUE,TRUE,bad,,,
And then the train will be the thing it has to jump over.,FALSE,TRUE,bad,,,
"So let's, so what I'm going to do here is I'm going to add these files. I'm going to add file. And I'm going to drag them in to the web editor. It uploaded all of them.",FALSE,FALSE,good,,,
"And then in here, I'm going to add preload. And I'm going to have let you image, let t image, and let background image. And let's load all those. U image equals load image unicorn.png. And we're doing the same. For t image and background image, this is train.",FALSE,TRUE,bad,,,
"And this is background. Let's change the background to, ooh. So what did I get wrong here? Background is actually a JPEG. So let's have the background now be background image. There we go.",FALSE,FALSE,good,,,
"And let's have the unicorn. Where is it be? I'm going to say image, unicorn image. There we go.",FALSE,TRUE,bad,,,
"It's so tiny. Oh, it's not pixelated. It's so sad.",TRUE,FALSE,bad,,,
"Let's change this to 150. That's, but it's x value shouldn't be here. There we go.",FALSE,FALSE,good,,,
So there's our jumping unicorn.,TRUE,TRUE,good,,,
This is not a lot of screen real estate to work with.,TRUE,TRUE,bad,,,
"So let me actually load a background image that's 800 pixels wide, which I think will be a little better than 600.",FALSE,FALSE,good,,,
"All right, my unicorn can jump.",TRUE,TRUE,good,,,
"And I've made the background a little wider, which means now I need obstacles for it to jump over. And those are going to be little train things.",FALSE,FALSE,good,,,
"So I'm going to make another class, call it a train.",FALSE,TRUE,bad,,,
Choo-choo.,TRUE,TRUE,good,,,
"I'm going to give that a constructor. These will have also an x and a y. So the x will be, it's going to start off the edge. And the y will be, actually also at the bottom. So height minus, I'll give it a size. And this dot r will be 100.",FALSE,FALSE,good,,,
"And then, so now I need a show function.",FALSE,TRUE,bad,,,
"And that I'm going to draw as an image, like fingers are in the wrong place, the train image at x and y.",FALSE,FALSE,good,,,
"This dot r, this dot r. And let's also add a move function.",FALSE,FALSE,good,,,
And we'll say this dot x minus equals.,FALSE,FALSE,good,,,
"And so the train, so this is a weird thing.",FALSE,TRUE,bad,,,
"It's supposed to be, oh, this is going to be a problem. My fixed background is going to make this visually a problem. And people on the chat are saying parallax background please. All right, so maybe I'm going to get to that. This is going to end up being a longer video if I implement that.",FALSE,TRUE,bad,,,
"But really, the unicorn is moving. So the unicorn is moving, but the x stays fixed.",FALSE,FALSE,good,,,
"The trains, well, the trains could be moving if they're trains.",TRUE,FALSE,bad,,,
That's weird.,TRUE,TRUE,good,,,
"But they're supposed to be cactuses, cacti.",TRUE,FALSE,bad,,,
They're standing still and the unicorn is just approaching them.,FALSE,FALSE,good,,,
But we're seeing it from the unicorns point of view.,FALSE,FALSE,good,,,
"Oh, I've really botched this.",FALSE,TRUE,bad,,,
But what I'm going to do is just move them by the whole scene is scrolling by three pixels.,FALSE,FALSE,good,,,
"And we'll figure out if we can parallax the background, maybe later. What do I even mean by parallax to make it appear as if the background is changing, but often the distance, so it's sort of moving at a different speed.",FALSE,FALSE,good,,,
"But for now, let's just do this.",FALSE,FALSE,good,,,
"Let's create an array called trains. And we're going to say, train in setup.",FALSE,FALSE,good,,,
"Well, actually, you know what we're going to do in draw? We're just going to randomly. We're going to pick a random number between 0 and 1. And we'll say 1% of the time, we're going to say trains.push. We're going to add a new train. So it's going to be irregular.",FALSE,FALSE,good,,,
"This is different than the flappy bird I made where the, I think the pipes, maybe it was a regular. I thought the pipes were regular intervals.",FALSE,TRUE,bad,,,
"Now there's a random chance of adding a new train. And then all of the trains that exist, we're going to say four, all of the train, the dodged, say T in trains. I'm going to say T dot move, T dot show.",FALSE,FALSE,good,,,
"All right, let's see what happens. Do we have a train? Maybe I better increase this. Oh, there we go. Oh, look at that.",FALSE,TRUE,bad,,,
"All right, they're moving.",FALSE,FALSE,good,,,
They're kind of slow.,FALSE,TRUE,bad,,,
I'm going to jump over it.,FALSE,TRUE,bad,,,
"OK, let's make them move a little faster.",FALSE,FALSE,good,,,
So we've got some tweaking we've got to do.,FALSE,FALSE,good,,,
"Whoa, this is a nice way.",TRUE,TRUE,good,,,
"Now, look, my unicorn can fly.",TRUE,TRUE,good,,,
"So I need to fix the fact, I need to not allow my unicorn to fly, right?",TRUE,TRUE,good,,,
I should only be able to jump if I'm at the bottom. So let's fix that.,FALSE,TRUE,bad,,,
"So to do that, I need to go into unicorn. And in the jump function, I should only be allowed to jump if I'm sitting at the bottom. So in other words, if y is, oh, well, if I'm at the bottom. So as long as y is equal to, is this really going to work? I don't like to use equal checks. But this is, by definition, sitting at the bottom. So only if I'm sitting at the bottom, can I jump?",FALSE,TRUE,bad,,,
"So if y is equal to that spot, let's see if that works. So jump, oops, jump. Oh, this dot y.",FALSE,FALSE,good,,,
"Come on, trains.",TRUE,FALSE,bad,,,
"Oh yeah, yep, I can only jump when I'm at the bottom. All right, so that works. So that fixed.",FALSE,TRUE,bad,,,
I think I need to be able to jump quite a bit higher.,FALSE,FALSE,good,,,
Let's try 35.,FALSE,FALSE,good,,,
Should really use like a slider or something.,FALSE,TRUE,bad,,,
There we go.,FALSE,FALSE,good,,,
I think this is going to make the game more possible to win.,FALSE,FALSE,good,,,
There's too many trains.,TRUE,FALSE,bad,,,
Too many trains.,TRUE,FALSE,bad,,,
One thing that's bothering me is the trains are going in front of the unicorn. I know that doesn't really matter. So much. It really doesn't matter. But I kind of would prefer them to be behind.,FALSE,TRUE,bad,,,
So I'm going to move this here.,FALSE,FALSE,good,,,
I'm also going to make the game a little easier to play.,FALSE,FALSE,good,,,
I'm going to reduce the number of trains. So there's going to be a much lower probability of there being a train.,FALSE,FALSE,good,,,
"Let's see if I can actually play this game somewhat successfully, even though I'm not doing the collision checking yet.",FALSE,TRUE,bad,,,
No.,FALSE,FALSE,good,,,
"I think if the trains move faster, it would actually make it easier. So let's actually double the speed of the trains.",FALSE,FALSE,good,,,
All right.,FALSE,FALSE,good,,,
This looks like this game is now possible to play.,FALSE,FALSE,good,,,
"But I need to add collision detection. So I've done this before in plenty of other coding challenges. There's a pretty simple algorithm to just check if two rectangles are intersecting with each other or not. I can just check their x's and y. They're basically all of the edges, the left, the right, the top, the bottom against each other.",FALSE,TRUE,bad,,,
"But this is a nice opportunity for me to just explore a library that's out there in the world. And this library is called P5 Collide 2D. And it actually has a function that it called Collide Rectangle Rectangle. And it'll give me a Boolean variable if I give it the x, y with height of one rectangle and the x, y with height of another rectangle. So let's actually just use this library.",FALSE,FALSE,good,,,
"This is also a nice excuse for me to show you that GitHub is now integrated with something called JSDeliver. So this is an open source content delivery network, meaning if a JavaScript file is hosted on GitHub, I don't have to download that file and then add it to my project. I can just link to it.",FALSE,TRUE,bad,,,
So I'm going to go over here to GitHub. There's lots of different ways here that I can reference a file on GitHub. I think the easiest way for what I'm doing right now is just to reference its path. And here's an example path.,FALSE,TRUE,bad,,,
"So I'm going to go over here to index.html. I'm going to add another script tag. I'm going to say script, source equals. I'm going to paste that in, closed script. But this is not the path that I want. I want the username, which is B-M-O-R-E-N. And then I want the path to let's get the minified version of the library.",FALSE,FALSE,good,,,
"And that would just be this, right there in the root directory.",FALSE,FALSE,good,,,
So now I'm just referencing that file.,FALSE,FALSE,good,,,
Let's see if that works.,FALSE,FALSE,good,,,
This is actually not correct.,FALSE,FALSE,good,,,
"I'm referencing the CDN URL, the username, but I also need the repo name. So that should be p5.collide2d slash this.",FALSE,TRUE,bad,,,
So this should now work.,FALSE,TRUE,bad,,,
And I should be able to use the collide function.,FALSE,FALSE,good,,,
So I'm going to use this collide rectangle rectangle.,FALSE,FALSE,good,,,
Let me just call this in draw to see if that works.,FALSE,FALSE,good,,,
And it doesn't give me an error.,FALSE,FALSE,good,,,
Great. No error.,TRUE,TRUE,good,,,
"And so now I can check when I'm going through all of the trains if unicorn hits t, console log game over. So console log game over.",FALSE,TRUE,bad,,,
And then I'm actually going to say no loop.,FALSE,TRUE,bad,,,
"So I'm just going to actually stop the sketch, shut down the sketch completely, which isn't a really thoughtful user experience design choice.",FALSE,TRUE,bad,,,
But it's what I'm going to do for right now.,FALSE,FALSE,good,,,
"And then I just need to add a function here called hits and receives a train. And I can use this function, which I need this.x, this.y, this.r, this.r. And then I need exactly the same thing but with that particular train.",FALSE,TRUE,bad,,,
"So instead of this, I'm checking this rectangle with this trains rectangle. And I'm going to put this in a variable called collide. And I'm going to say if I am going to return that.",FALSE,FALSE,good,,,
"I can actually, you know what? I'm just returning this. Return that. So return the true or false result of this collide function from that library.",FALSE,TRUE,bad,,,
And now let's run the game.,FALSE,FALSE,good,,,
I'll wait for our first train.,FALSE,TRUE,bad,,,
Game over.,FALSE,FALSE,good,,,
Let's see if I can play it now.,FALSE,TRUE,bad,,,
"Oh, there are so many trains, oh well, you're hooked.",TRUE,TRUE,good,,,
"Let's make the train a little bit smaller. And actually, let's make the unicorn smaller as well. Hopefully this will help.",FALSE,FALSE,good,,,
"All right, let's draw the box. Let's debug this a little bit by drawing the box like very subtly.",FALSE,FALSE,good,,,
So let's draw a very slight rectangle.,FALSE,FALSE,good,,,
This is what we're actually checking.,FALSE,FALSE,good,,,
There we go.,FALSE,FALSE,good,,,
It helps to see the full box.,FALSE,FALSE,good,,,
"Come on, trains.",FALSE,FALSE,good,,,
Spawning a train with a mouse click would be a good idea.,FALSE,TRUE,bad,,,
"OK, we lost.",FALSE,TRUE,bad,,,
"All right, so there's obviously a lot of gameplay improvements that need to happen here. One is I could be more thoughtful about, you can see how there's some wasted space here.",FALSE,TRUE,bad,,,
I should crop the image and the actual rectangle a little bit smaller.,FALSE,FALSE,good,,,
I could consider using a circle.,FALSE,FALSE,good,,,
I could use a more complex shape.,FALSE,FALSE,good,,,
But this is good enough for right now.,FALSE,TRUE,bad,,,
Let's actually make it.,FALSE,TRUE,bad,,,
I could also just click the mouse in order to start a train that actually might help things.,FALSE,FALSE,good,,,
But let me comment out this.,FALSE,TRUE,bad,,,
"And what I want to do just before I go, before I finish saying, you're going to make a version of this with a score and all sorts of nicer things and sounds.",TRUE,TRUE,bad,,,
But I've got to finish this off. I've got to finish this video.,FALSE,FALSE,good,,,
"I want to control the train with my voice. So to do that, I'm going to use ML5JS, which has a speech commands machine learning model built into this JavaScript library.",FALSE,FALSE,good,,,
"So I made a whole separate video about this particular pre-trained model and how it works. So I'm just going to add it pretty quickly into this video. You can go watch the other one for more details. But if you're looking for the documentation, if I click on reference, and go to sound classifier, this is what I'm looking at doing.",FALSE,FALSE,good,,,
"So all I need to, first thing I need to do is, well, actually, one thing I need to do is I need to go to get started. And I need to get a script tag to be able to reference the library.",FALSE,TRUE,bad,,,
So I want to add the ML5 library. So I'm copying this.,FALSE,FALSE,good,,,
I'm going here to index the HTML.,FALSE,FALSE,good,,,
"So in addition to P5Cly2D, I'm now adding ML5.",FALSE,FALSE,good,,,
And I'm going to go here.,FALSE,FALSE,good,,,
And I'm going to in preload.,FALSE,TRUE,bad,,,
"I'm going to do let sound classifier, create a variable in preload.",FALSE,FALSE,good,,,
I'm going to say sound classifier equals ML5 sound classifier.,FALSE,FALSE,good,,,
And the model I'm loading is called speech commands 18W. Because this is a model that's been trained to recognize 18 particular words.,FALSE,FALSE,good,,,
"Zero, the digits, zero through nine, up, down, left, right, and a few other ones that are documented on this ML5 webpage.",FALSE,FALSE,good,,,
Let's go look that up real quick.,FALSE,FALSE,good,,,
"So if I go back to sound classifier, up, down, left, right, go, stop, yes, no. So those are the words it's trained to recognize.",FALSE,TRUE,bad,,,
"And I actually also want to get this probability threshold. So I'm going to add this in here, because I want it to be really sure I'm saying jump. So I'm going to make this 95. This means it's got to be 95% sure. The confidence score that's coming from that particular model.",FALSE,FALSE,good,,,
"And how that model was trained, and there's all the paper you can read. And I've talked about that more in the other video.",FALSE,FALSE,good,,,
"So now that I have that, in setup, I can say sound classifier.classify, then I can get a function. I'm going to call it got word.",FALSE,FALSE,good,,,
We're got command.,FALSE,FALSE,good,,,
"Let's call it got command. So this is a callback function that is going to trigger any time it gets a command. It gets an error first, error first callbacks, and then the results.",FALSE,FALSE,good,,,
"So I'm just going to say if there's an error, I'm just going to console error the error. Otherwise, if results index 0 dot label. So results as an array with labels and confidence scores. The labels are the words.",FALSE,TRUE,bad,,,
"And what I'm looking for is the word up. If that label is up, then unicorn jump.",FALSE,TRUE,bad,,,
So this is a really quick way of me looking for a particular keyword from that library.,FALSE,FALSE,good,,,
And I'm also just going to console log results index 0 dot label. Just to see if I'm getting other words also. And we might as well log the confidence score just so we can see that. That might be good for debugging as well.,FALSE,FALSE,good,,,
"So now that I've logged those two things, I'm going to run this sketch.",FALSE,FALSE,good,,,
Shoot.,FALSE,FALSE,bad,,,
But you can see it got up 95%.,FALSE,FALSE,good,,,
I'm going to add the thing where I click the mouse and I can give myself a train.,FALSE,TRUE,bad,,,
"And in fact, let's comment out the random trains.",FALSE,FALSE,good,,,
"Also, I really should be more thoughtful about how I'm picking the train. Like when the train should come, like maybe there's a minimum distance between them.",FALSE,TRUE,bad,,,
"If I've just added one, can I have a longer train with other train cars?",FALSE,FALSE,good,,,
I don't know what's going on here.,FALSE,FALSE,good,,,
There's a lot of narrative flaws in what's going on here.,TRUE,TRUE,good,,,
But I'm just going to add one myself.,FALSE,FALSE,good,,,
Up.,FALSE,FALSE,good,,,
Yes.,FALSE,FALSE,good,,,
Up.,FALSE,FALSE,good,,,
Shoot.,FALSE,FALSE,good,,,
All right.,FALSE,FALSE,good,,,
Everyone is making the suggestion in the chat that I should change it to a circle. So that'll actually kind of be like around it. It'll give me a little wiggle room along the edges and make the intersection happen a little less often. So let's actually go ahead and do that.,FALSE,TRUE,bad,,,
"So I'm going to go into where the only place where I'm doing this collision detection is where in the unicorn under hits. So I'm going to change this to collide circle circle, collide circle circle, and circle to circle assumes ellipse mode center. So I'm going to have to think of the circle as the center point of the object, which is not a big deal.",FALSE,TRUE,bad,,,
"So the way that I'm going to do that, let's make some separate variables. Let's say x1 equals this dot x plus this dot r times 0.5. So this would be the middle. This is the middle. And then r is the diameter of the circle. So that's fine.",FALSE,FALSE,good,,,
"This is y. And then x2, y2 is the train. Train dot x, train dot y, train dot r, train dot r. And so now I want collide circle circle x1, y1, and then x2, y2. The question is, is r for actually the radius or is it the diameter? Does it say circle diameter, circle diameter.",FALSE,FALSE,good,,,
So I'm good.,FALSE,TRUE,bad,,,
"All right, so let's try this.",FALSE,TRUE,bad,,,
"And then this should really be, oh, this is kind of unfortunate.",FALSE,TRUE,bad,,,
This should now be an ellipse.,FALSE,FALSE,good,,,
"Oh, you know what I can just do? I can say ellipse mode corner, perfect. So let's draw the hit circles under train. Let's do the same thing here and say ellipse there.",FALSE,TRUE,bad,,,
"So this should now, we should see.",FALSE,FALSE,good,,,
Here we go.,FALSE,FALSE,good,,,
That's what it's going to do.,FALSE,FALSE,good,,,
"OK, here we go.",FALSE,FALSE,good,,,
"Oh, after click.",FALSE,TRUE,bad,,,
"Oh, what happened?",FALSE,TRUE,bad,,,
"All right, I passed r in twice, which is very unnecessary.",TRUE,TRUE,bad,,,
"You just give it the diameter, not the radius, even though I'm calling it r once.",FALSE,TRUE,bad,,,
And let's see what happens.,FALSE,FALSE,good,,,
"OK, here we go.",FALSE,FALSE,good,,,
Jump.,FALSE,TRUE,bad,,,
Why is my browser really freaking out?,TRUE,TRUE,good,,,
Let's comment out the debugging.,FALSE,FALSE,good,,,
We're just going to go for it now.,FALSE,TRUE,bad,,,
We're going to play this game and close this tab.,FALSE,FALSE,good,,,
Quick Chrome.,TRUE,FALSE,bad,,,
We're about to play this game.,TRUE,FALSE,bad,,,
"Oh, up.",TRUE,TRUE,good,,,
It's up.,TRUE,FALSE,bad,,,
I'm saying jump.,TRUE,TRUE,good,,,
So up.,TRUE,TRUE,good,,,
"Yeah, there we go.",FALSE,TRUE,bad,,,
Up. Up. Up.,TRUE,FALSE,bad,,,
"All right, ready, everyone?",TRUE,FALSE,bad,,,
Up. Up. Up. Up. Up. Up. Up. Up. Up.,TRUE,FALSE,bad,,,
Look at me.,TRUE,FALSE,bad,,,
I guess I can't use the music.,TRUE,FALSE,bad,,,
Up. Up. Up.,TRUE,FALSE,bad,,,
Ah.,TRUE,FALSE,bad,,,
"All right, everyone.",FALSE,FALSE,good,,,
Thus ends this coding challenge.,FALSE,FALSE,good,,,
"There are so many things that need to be added to this. Number one, the narrative makes no sense.",FALSE,FALSE,good,,,
Why is there this unicorn standing still? Without any animation.,FALSE,FALSE,good,,,
The trains are coming at it. The background should be sort of like in parallax moving.,FALSE,FALSE,good,,,
So probably it should be jumping over.,FALSE,TRUE,bad,,,
"I should have just used cacti. That's the plural of cactus, right?",TRUE,TRUE,bad,,,
There's no score.,FALSE,FALSE,good,,,
There's no birds flying.,FALSE,FALSE,good,,,
You could add a flying asterisk.,TRUE,TRUE,bad,,,
"I'm going to, when I upload this, I'm going to include, when I, when this video publishes and with the code, I will include a lot of the coding train characters, which are designed by Jason Heggland, so I'm going to include a whole bunch of those.",FALSE,FALSE,good,,,
"If people want to make a version of this game that we can all play online, with speech commands.",FALSE,FALSE,good,,,
Let me try this.,FALSE,FALSE,good,,,
I'm going to just say goodbye by trying this one more sentence.,FALSE,FALSE,good,,,
"Yes, Alka is pointing out that speech detection, I behind the browser might be lower latency, but let's try this one more time.",FALSE,FALSE,good,,,
Up. Up. Up. Up. Up. Up. Up.,FALSE,FALSE,good,,,
"Oh, okay.",FALSE,TRUE,bad,,,
"Goodbye, everyone.",FALSE,FALSE,good,,,
Thank you very much.,FALSE,FALSE,good,,,
And see you later on a future coding challenge.,FALSE,TRUE,bad,,,
