text,humor,pred,result,good,bad,accuracy
"Well, no surprise the science hippies can't even agree on it.",1,True,good,,,
One idea was that when we moved to colder places bigger noses were better at warming and moistening the air.,0,False,good,,,
That one's refuted.,0,True,bad,,,
Not just futed.,0,True,bad,,,
They futed it again.,0,True,bad,,,
There's another idea that our big noses gave us stereo smell for navigation.,0,True,bad,,,
Not refuted yet.,0,False,good,,,
And then there's the simple idea that it's just the byproduct of our bigger brains.,0,False,good,,,
"As our skulls got bigger our faces flattened, leaving our nose out there like a little flesh island.",0,True,bad,,,
"So just remember, if you want to laugh at a monkey with a big nose and a funny-looking penis call up a friend and get naked.",1,True,good,,,
It's a hell of a lot cheaper than going to Borneo.,0,True,bad,,,
"Alright, so you want a statue of the monkey, right?",1,True,good,,,
How big?,1,False,bad,,,
"Oh, that's big.",1,False,bad,,,
You want a realistic life like?,1,True,good,,,
"Oh, okay.",1,True,good,,,
"Well, what about the erect?",1,True,good,,,
Right.,1,True,good,,,
"No, I understand the tourists.",1,True,good,,,
How about this?,1,True,good,,,
We put grapes in front of it.,1,False,bad,,,
"Yeah, no, that's no problem.",1,True,good,,,
Anything else?,1,True,good,,,
"Oh, it's a fountain?",1,True,good,,,
"Oh, that's new.",1,True,good,,,
Alright.,1,True,good,,,
"Well, in Italy a lot of times the water comes out from the tip of the... We're hear me out.",1,True,good,,,
It would come up from behind the grapes in this really beautiful arc.,1,False,bad,,,
No?,1,True,good,,,
"Oh, I've got it.",1,True,good,,,
We'll make it look like it's vomiting.,1,True,good,,,
Projectile vomiting.,1,True,good,,,
All over everything.,1,True,good,,,
