text,humor,pred,result,good,bad,precision,accuracy,recall,F1
and now you have got males with longer tails,False,False,good,,,,,,
but if females are attracted to longer tails then she is going to choose males with longer longer tails,False,False,good,,,,,,
but that on repeat and see what happens,False,True,bad,,,,,,
in the case of the sacraboli you wind up with more tail and bird,False,False,good,,,,,,
congrats you are a sexy bird now but you have the flying style of a floppy trash bag that is been caught in a whirl of wind,False,True,bad,,,,,,
these outsized male ornaments can also become linked to other favorable traits,False,False,good,,,,,,
in the sense that a peacock s tail might give you clues about the peacock s fuck,True,True,good,,,,,,
well if it had one but you get the point even if the p hen doesn t,False,False,good,,,,,,
glowaca jokes,False,False,good,,,,,,
in the case of the probasus male a large nose is correlated to a larger body mass and larger testicular size,False,False,good,,,,,,
and that means more sperm and a greater chance of getting pricked,False,False,good,,,,,,
but listen monkeys are naked and it is not that hard to see how big they are and how big their testicles are especially with the whole erection thing,False,False,good,,,,,,
but it is not time for that,False,False,good,,,,,,
yet i know what you are thinking sweaty nipples,True,True,good,,,,,,
maybe our unusually large human noses correlate to the size of something else on our bodies,False,False,good,,,,,,
is the size of our nose related to the size of another sticking out bit,False,False,good,,,,,,
well let me tell you,False,False,good,,,,,,
just last year there was a study in japan where the science hippies took a bunch of dead people pretty sure they were dead already and what they did was measure their noses and then compared that to their spl or stretched penis length which is apparently some sort of standard way of measuring a penis,False,False,good,,,,,,
news to me i ve been doing it all wrong and what they found were that the two measurements were highly related,False,False,good,,,,,,
a bigger nose meant a bigger spl,False,False,good,,,,,,
now that is not to suggest that our noses are the product of female choice sexual selection and that might only be part of the story with the pervasus monkey,False,False,good,,,,,,
but female choice is not the only flavor of sexual selection,False,False,good,,,,,,
another driver is competition between males,False,False,good,,,,,,
when the bros have to fight each other to gain access to females adaptations that help them when a fight are selected for,False,False,good,,,,,,
often this results in the evolution of weaponry like long canines or tusks even in animals that only eat leaves or vegetables,False,False,good,,,,,,
the pervasus males have quite a bit of competing to do,False,False,good,,,,,,
their social system is organized into herons where one male has access to a number of females,False,False,good,,,,,,
i know what you are thinking those noses do not look like weapons to me unless you count a good noodle slapping but they still can be used in combat,True,False,bad,,,,,,
sort of,False,False,good,,,,,,
these monkey herons often live close to one another and females sometimes decide to move between them,False,False,good,,,,,,
so there is plenty of opportunities for fights as males defend their turf,False,False,good,,,,,,
but fighting is a real bummer,False,False,good,,,,,,
sorry but fighting is a real bummer,False,True,bad,,,,,,
they can get hurt,False,False,good,,,,,,
and they have not invented the band aid yet,True,False,bad,,,,,,
why would they with all that fur it would be a right pitch to take off,True,False,bad,,,,,,
so if there is a way a monkey can predict that he is likely to lose a fight before it happens that would certainly be useful in not getting dead,True,False,bad,,,,,,
now if you can see the size of your challenger you can just make good choices,False,False,good,,,,,,
but where they live the visibility is not that great,False,False,good,,,,,,
what with all the leaves,False,False,good,,,,,,
and that is where the noises come in,False,False,good,,,,,,
propossus monkeys make a lot of noise,False,False,good,,,,,,
it can sound a bit like a donkey swallowed a dialop modem,False,False,good,,,,,,
i think you know where this is headed,False,False,good,,,,,,
a larger nose helps make a louder lower sound,False,False,good,,,,,,
and we already know that large noses correlate to large bodies,False,False,good,,,,,,
so a male can listen to another male s call and decide if he wants to rumble,False,False,good,,,,,,
and the females they are listening in too,False,False,good,,,,,,
because a louder sound means bigger testicles,True,False,bad,,,,,,
and telling you it is a whole thing,True,False,bad,,,,,,
so the propossus nose might be a bit of a both end,True,False,bad,,,,,,
starting to evolve as a signal for males and then driven to extremes by female choice,False,False,good,,,,,,
these monkeys have something else that is both used to attract mates and to warn other males,False,False,good,,,,,,
go ahead jerry,True,False,bad,,,,,,
now humans have more of a right place right time sort of erection,False,True,bad,,,,,,
for the propossus monkey the time is always in the places everywhere,True,False,bad,,,,,,
they have a brightly colored and more or less permanent erection,True,False,bad,,,,,,
it s not always turned up to,True,False,bad,,,,,,
there s the sort of everyday walking about erection,True,False,bad,,,,,,
this one s measuring his spl,False,False,good,,,,,,
and here s a more elegant cocktail party sort of erection,True,True,good,,,,,,
but they reserve a more straight up man spreading erection as a warning for when they are about to get aggressive,True,True,good,,,,,,
we do not do that,True,False,bad,,,,,,
it s a shame,True,False,bad,,,,,,
we d make mma weigh ins more exciting,True,False,bad,,,,,,
well conor mcgregor certainly showed up to fight,True,False,bad,,,,,,
but no we cannot even use ours to flag down a bus,True,False,bad,,,,,,
trust me i ve tried it,True,False,bad,,,,,,
bus kept going,True,False,bad,,,,,,
and i know what you are going to say,False,False,good,,,,,,
i have read somewhere that the human male genitalia is proportionately larger than what the apes on the monkeys are carrying about,False,False,good,,,,,,
that is like the most human thing to think,False,False,good,,,,,,
it s like how everybody says their hometown has the best drinking water,False,False,good,,,,,,
it s bullshitt the researcher alan dixon son of dix so you know he is for real he looked into it and found that humans are pretty unremarkable and average down there,True,False,bad,,,,,,
but what about our big noses,False,False,good,,,,,,
there must be something special there,False,False,good,,,,,,
well no surprise the science hippies cannot even agree on it,True,True,good,,,,,,
one idea was that when we moved to colder places bigger noses were better at warming and moistening the air,False,False,good,,,,,,
that one s refuted,False,False,good,,,,,,
not just futed,False,False,good,,,,,,
they futed it again,False,False,good,,,,,,
there s another idea that our big noses gave us stereo smell for navigation,False,False,good,,,,,,
not refuted yet,False,False,good,,,,,,
and then there is the simple idea that it is just the byproduct of our bigger brains,False,False,good,,,,,,
as our skulls got bigger our faces flattened leaving our nose out there like a little flesh island,False,False,good,,,,,,
so just remember if you want to laugh at a monkey with a big nose and a funny looking penis call up a friend and get naked,True,True,good,,,,,,
it s a hell of a lot cheaper than going to borneo,False,False,good,,,,,,
alright so you want a statue of the monkey right,True,False,bad,,,,,,
how big,True,False,bad,,,,,,
oh that is big,True,False,bad,,,,,,
you want a realistic life like,True,False,bad,,,,,,
oh okay,True,False,bad,,,,,,
well what about the erect,True,True,good,,,,,,
right,True,False,bad,,,,,,
no i understand the tourists,True,False,bad,,,,,,
how about this,True,False,bad,,,,,,
we put grapes in front of it,True,False,bad,,,,,,
yeah no that is no problem,True,False,bad,,,,,,
anything else,True,False,bad,,,,,,
oh it is a fountain,True,False,bad,,,,,,
oh that is new,True,False,bad,,,,,,
alright,True,False,bad,,,,,,
well in italy a lot of times the water comes out from the tip of the we re hear me out,True,False,bad,,,,,,
it would come up from behind the grapes in this really beautiful arc,True,False,bad,,,,,,
no,True,False,bad,,,,,,
oh i ve got it,True,False,bad,,,,,,
we ll make it look like it is vomiting,True,False,bad,,,,,,
projectile vomiting,True,False,bad,,,,,,
all over everything,True,False,bad,,,,,,
hello and welcome to another coding challenge,False,False,good,,,,,,
well i m excited about this one,True,False,bad,,,,,,
in this coding challenge i m going to attempt to make this fern,True,False,bad,,,,,,
the barnsley fern named for the british mathematician michael barnsley,False,False,good,,,,,,
i encourage you to read this wikipedia page which will give you more background on it,False,False,good,,,,,,
what i m going to do is just look at the algorithm and try to write that algorithm into code and see if we can get that result,True,False,bad,,,,,,
and then you the creative viewer of this coding challenge will make your own version with different colors,False,False,good,,,,,,
and you will think about animating it and do all sorts of things that i could not possibly even imagine,True,False,bad,,,,,,
so for what is the algorithm here,False,False,good,,,,,,
so if we look down here i m just going to skip down down here,True,False,bad,,,,,,
it says the first point is drawn at the origin x equals y equals,False,False,good,,,,,,
so what this means is where you need some sort of two dimensional space,False,False,good,,,,,,
it could be a processing canvas and i want to start at,True,False,bad,,,,,,
now i m going to think of in the center here,True,False,bad,,,,,,
and i m going to have to probably figure out some ways of well the pixels are here but then on the pixel spaces here,True,False,bad,,,,,,
but i m not going to worry about that right now,True,False,bad,,,,,,
and then what is the next step,False,False,good,,,,,,
the next step is and then the new points are iteratively computed by randomly applying one of the four following coordinate transformations,False,False,good,,,,,,
and here they are to find out this is the kind of stuff that you might see and think ahh ok i m going to go do something else,True,False,bad,,,,,,
this looks like matrix math and linear algebra,False,False,good,,,,,,
but this is actually first of all if you watch some of my matrix videos this is going to strangely enough make sense to you,True,False,bad,,,,,,
but let me actually show you that this math is actually quite simple,True,False,bad,,,,,,
let s use just this second one and let us rewrite this over on the board,False,False,good,,,,,,
so f of x y equals so i m going to have to go back and check it haha,True,True,good,,,,,,
,True,False,bad,,,,,,
negative negative i should have made up my own numbers haha,True,False,bad,,,,,,
,True,False,bad,,,,,,
then we have x y oh no i m running out of space,True,False,bad,,,,,,
i m running out of space,True,False,bad,,,,,,
plus i can put this in,True,False,bad,,,,,,
you can see that and,False,False,good,,,,,,
what does this mean,True,False,bad,,,,,,
well this is actually the matrix product or the matrix multiplication or the dot product,False,False,good,,,,,,
what it means is i want to find the values,True,False,bad,,,,,,
if this is x y what i want to get is the next values for x,True,False,bad,,,,,,
so i have one point and i want to know where does that point go,True,False,bad,,,,,,
what s x y,True,False,bad,,,,,,
so this being x equals this number times that sorry times x plus this number times that the row gets multiplied by the column times y,True,False,bad,,,,,,
and then plus this number plus,False,False,good,,,,,,
and then y then equals negative times x plus and my handwriting s terrible times y this column times this column plus,True,False,bad,,,,,,
so it is really just this formula,True,False,bad,,,,,,
if i have an xy coordinate i get the next xy coordinate with this math,False,False,good,,,,,,
and we can just double check that this is right,False,False,good,,,,,,
look at that for a second with my horrible messy handwriting,True,False,bad,,,,,,
and then let us go down here and see look at this,False,False,good,,,,,,
it s the same thing,False,False,good,,,,,,
x the next x is this number times the previous x plus this number times the previous y,False,False,good,,,,,,
and the next y is this number times the previous x plus this number times the previous y plus,False,False,good,,,,,,
so we just need to do one of these four,False,False,good,,,,,,
and each one of those four we do according to a particular probability,False,False,good,,,,,,
right,False,False,good,,,,,,
oh right abcde,True,False,bad,,,,,,
yep that could have written it this way,True,False,bad,,,,,,
that s the generic way of writing,True,False,bad,,,,,,
okay so all right so let us go back into that let us start writing some code,True,False,bad,,,,,,
all right so i have a processing sketch a java based programming environment with a nice api for drawing stuff and lots more processing,True,False,bad,,,,,,
i m going to say background equals zero,True,False,bad,,,,,,
i m going to have an x aaand a y i m going to set those to be zero to start,True,False,bad,,,,,,
i m going to draw i m going to say stroke,True,False,bad,,,,,,
,False,False,good,,,,,,
stroke weight,False,False,good,,,,,,
sorry stroke stroke weight eight,True,False,bad,,,,,,
and then i m going to draw a point at x point y,True,False,bad,,,,,,
ok,False,False,good,,,,,,
and then what i need to do is get the next value,True,False,bad,,,,,,
so next x equals some number a times x plus b times y plus c and actually so let us just use these numbers here,False,False,good,,,,,,
let s just copy these,False,False,good,,,,,,
,True,False,bad,,,,,,
,False,False,good,,,,,,
negative,True,False,bad,,,,,,
negative,True,False,bad,,,,,,
and next y is negative,False,False,good,,,,,,
,False,False,good,,,,,,
,True,False,bad,,,,,,
,True,False,bad,,,,,,
,True,False,bad,,,,,,
,True,False,bad,,,,,,
no what is going on,True,False,bad,,,,,,
ok everything s fine now,True,False,bad,,,,,,
breathe everybody,False,False,good,,,,,,
breathe would be,False,False,good,,,,,,
okay so this is applying that particular transformation,False,False,good,,,,,,
and then i could just say x equals next x y equals next y,True,False,bad,,,,,,
so what if i were to do this and run this,True,False,bad,,,,,,
i do not get any errors,True,False,bad,,,,,,
so i do see this circle over here being drawn,True,False,bad,,,,,,
so here s the thing,False,False,good,,,,,,
i m only applying one of those transformations,True,False,bad,,,,,,
i need to pick one of four,True,False,bad,,,,,,
and i also am not thinking sort of thoughtfully about the pixel space,True,False,bad,,,,,,
so i need to do a mapping right,True,False,bad,,,,,,
x with pixels goes from to to,False,False,good,,,,,,
but maybe i want to think of this as a space between negative and and negative and,True,False,bad,,,,,,
so what i want to do is say when i actually go to draw it pixel x equals map x which goes between negative and to and width and pixel y between negative and,True,False,bad,,,,,,
and i m going to flip the axis height,True,False,bad,,,,,,
and then i m going to draw the point at px py,True,False,bad,,,,,,
let s run this,False,False,good,,,,,,
and then oh okay and then i only want to draw the background once,True,False,bad,,,,,,
and we can see there we go,False,False,good,,,,,,
so if i apply that transformation over and over again we can see the point going up that way,False,False,good,,,,,,
now is that right,True,False,bad,,,,,,
that looked weird to me,True,False,bad,,,,,,
this has to be y,False,False,good,,,,,,
yes this needs to be y i was like mapping the x value,True,False,bad,,,,,,
i was like why is it uh alright,True,False,bad,,,,,,
so uh mmm alright,True,False,bad,,,,,,
it s not moving very much but that is fine,True,False,bad,,,,,,
i m just applying this one transformation,True,False,bad,,,,,,
alright let us look at the values,False,False,good,,,,,,
just to sort of see what those values aaare doing,True,False,bad,,,,,,
and we can see there we go,False,False,good,,,,,,
now it kind of settled,True,False,bad,,,,,,
interestingly enough it settled to a fixed point,False,False,good,,,,,,
hmm,False,False,good,,,,,,
but here s the thing,False,False,good,,,,,,
we need to do one of four transformations,False,False,good,,,,,,
so i need to do the tedious thing,True,False,bad,,,,,,
now i could probably write the encode these into arrays and like automatically,False,False,good,,,,,,
but i m going to do this in a very long winded way,True,False,bad,,,,,,
just to see the code,False,False,good,,,,,,
i m going to have four of these possibilities,True,False,bad,,,,,,
so this is actually number two,False,False,good,,,,,,
i need to have one,True,False,bad,,,,,,
i need to have three,True,False,bad,,,,,,
and i need to have four,True,False,bad,,,,,,
and i probably should put these in a function,True,False,bad,,,,,,
but oh there is so many ways i could organize the code to be better,True,False,bad,,,,,,
but i m going to just do it this way right now,True,False,bad,,,,,,
and i m going to maybe i ll refactor it all later let you do that,True,False,bad,,,,,,
so let us go back and look at the algorithm,False,False,good,,,,,,
this is just zero and point one six times y,False,False,good,,,,,,
so this one is actually just zero,False,False,good,,,,,,
and this is actually just zero point one zero point one six times y,False,False,good,,,,,,
that s option number one,True,False,bad,,,,,,
option number two we did,False,False,good,,,,,,
option number three,False,False,good,,,,,,
option number three is point two negative point two six point two negative zero point two six,True,False,bad,,,,,,
and then point two three point two two one point six,False,False,good,,,,,,
point two three point two two two point six what that what it was,True,False,bad,,,,,,
one point six,False,False,good,,,,,,
and then option number four is negative point one five point two eight,False,False,good,,,,,,
you re really watching me do this,True,False,bad,,,,,,
negative one five and two eight,True,False,bad,,,,,,
that s not right,True,False,bad,,,,,,
yeah it is right,True,False,bad,,,,,,
and then two six two four four four,False,False,good,,,,,,
two six two four four four four,False,False,good,,,,,,
let s auto format all this,False,False,good,,,,,,
okay now this is the really important part,True,False,bad,,,,,,
i need everything to line up,True,False,bad,,,,,,
it s not lining up the way i wanted to,True,False,bad,,,,,,
help me line up,True,False,bad,,,,,,
no no this plus has to go here,True,False,bad,,,,,,
this has to go there,False,False,good,,,,,,
that s ok now,False,False,good,,,,,,
this is ok,False,False,good,,,,,,
that s fine,False,False,good,,,,,,
that s fine,False,False,good,,,,,,
ok it is fine now,True,False,bad,,,,,,
everything s okay everybody,True,False,bad,,,,,,
oh wait no no no,True,False,bad,,,,,,
i need a zero here,True,False,bad,,,,,,
definitely need a zero there,True,False,bad,,,,,,
ok,False,False,good,,,,,,
what s wrong,True,False,bad,,,,,,
oh no no,True,False,bad,,,,,,
these have to go over because there is no negative there,True,False,bad,,,,,,
oh and this has yeah i do not like this,True,True,good,,,,,,
this has to go over too,False,False,good,,,,,,
yes yes,False,False,good,,,,,,
ok this has to go over,True,False,bad,,,,,,
there we go,False,False,good,,,,,,
ok that is much better now,True,False,bad,,,,,,
now the other thing is i m just going to say float next x,True,False,bad,,,,,,
float next y,False,False,good,,,,,,
and then i m going to because i just wanted to clear the variables once,True,False,bad,,,,,,
i m going to get rid of all of these,True,False,bad,,,,,,
yes you are watching me do this in the most tedious ridiculous way possible,True,False,bad,,,,,,
but it is good this is good for you,True,False,bad,,,,,,
because you are in your frustration and like oh i got a lot,True,True,good,,,,,,
you re going to you are going to improve your coding skills by doing it in a different way,True,False,bad,,,,,,
watching me and my poor poor poor way of doing this,True,False,bad,,,,,,
ok,False,False,good,,,,,,
so this is good,True,False,bad,,,,,,
now i need to now i m going to pick a random number,True,False,bad,,,,,,
and i m just going to say i m going to just do this,True,False,bad,,,,,,
if r is less i m going to i m going to do a one out of four chance for each of these,True,False,bad,,,,,,
if r is less than do this,False,False,good,,,,,,
otherwise if r is less than do this one,False,False,good,,,,,,
otherwise otherwise if r is less than do this one,False,False,good,,,,,,
and then otherwise do the last one,False,False,good,,,,,,
so now i m just doing a one out of four chance of doing any of these,True,False,bad,,,,,,
ok,False,False,good,,,,,,
so let s all right,True,False,bad,,,,,,
so let us run this and see what happens,False,False,good,,,,,,
we re not going to get the fern,True,False,bad,,,,,,
but we should get ooh look at this,True,False,bad,,,,,,
i m getting something,True,False,bad,,,,,,
it s just look at this,True,False,bad,,,,,,
oh it might even be like two,True,False,bad,,,,,,
it s just look at this,True,False,bad,,,,,,
oh it might even be like tree like,True,False,bad,,,,,,
so one thing i want to do is i want to pick the i want to take this which is like sort of like next point,True,False,bad,,,,,,
and i m going to put that into its own function next point,True,False,bad,,,,,,
so that i can because i m i m probably going to want to also do this,True,False,bad,,,,,,
oh and then i m going to take this and draw a point,True,False,bad,,,,,,
and then because i might want to do these multiple times in draw,True,False,bad,,,,,,
so i think just and i could probably do this in an object oriented way,True,False,bad,,,,,,
i should probably store it in a ray of all the points,True,False,bad,,,,,,
but let us just look at this,False,False,good,,,,,,
so now let s let me let this go a little faster,True,False,bad,,,,,,
let me say do a hundred of these transformations per frame,False,False,good,,,,,,
and we can see and by the way should be at the bottom,False,False,good,,,,,,
i am now sort of figuring out,True,False,bad,,,,,,
so i m going to put at the bottom,True,False,bad,,,,,,
so i m going to map this from a two two down to,True,False,bad,,,,,,
right,False,False,good,,,,,,
oh whoa i did that,True,False,bad,,,,,,
no to i mean,True,False,bad,,,,,,
to,False,False,good,,,,,,
there we go,False,False,good,,,,,,
so here s my weird tree thing that i m making without being thoughtful about those probabilities,True,False,bad,,,,,,
let s go look at the wikipedia page for those probabilities,False,False,good,,,,,,
and you can see they are actually right here in this table,True,False,bad,,,,,,
so this table is actually defining all those coefficients,False,False,good,,,,,,
and here in repeat probability,False,False,good,,,,,,
so we have a chance of the first one chance of the second chance of the third and chance of the fourth,False,False,good,,,,,,
so i m actually going to put this i m going to amazingly do this in an array,True,False,bad,,,,,,
well actually so so okay,True,True,good,,,,,,
so there is let us think about this,False,False,good,,,,,,
back here,False,False,good,,,,,,
there s a chance of this first one,False,False,good,,,,,,
so i know that should be this,True,False,bad,,,,,,
now i want to have an chance of this second one,True,False,bad,,,,,,
so now i actually need to look and see is it less than,True,False,bad,,,,,,
because if it is less than that is a chance,True,False,bad,,,,,,
and between and is,False,False,good,,,,,,
then i need to do less than right,True,False,bad,,,,,,
because there is a chance of this third one,True,False,bad,,,,,,
and in all other cases the fourth one,False,False,good,,,,,,
so let us look at this now,False,False,good,,,,,,
and are we going to get a barnsley firm,False,False,good,,,,,,
this is looking pretty good,False,False,good,,,,,,
now everything s like way off the screen right,True,False,bad,,,,,,
because i was not proud,True,False,bad,,,,,,
i was like oh that ll just make up between negative and,True,False,bad,,,,,,
but you might have noticed remember the jazz timing,True,False,bad,,,,,,
plus,False,False,good,,,,,,
so clearly the point can go further than that,False,False,good,,,,,,
so let us give ourselves some more space,False,False,good,,,,,,
so where are the mappings,True,False,bad,,,,,,
the mappings are here,False,False,good,,,,,,
let s go from to,True,False,bad,,,,,,
and let us try negative to,True,False,bad,,,,,,
and let us make the stroke weight a little bit less,True,False,bad,,,,,,
let s give ourselves much more space,False,False,good,,,,,,
oh look at that,True,False,bad,,,,,,
beauty us ness,True,False,bad,,,,,,
barnsley firm,False,False,good,,,,,,
that looks about right,False,False,good,,,,,,
ok,False,False,good,,,,,,
so i m done,True,False,bad,,,,,,
even though i want to do so much more,True,False,bad,,,,,,
but i m not going to,True,False,bad,,,,,,
i m going to let you do more,True,False,bad,,,,,,
because what can you how could you animate this,True,False,bad,,,,,,
how could you pick color,True,False,bad,,,,,,
how could you consider the space,True,False,bad,,,,,,
how could you connect the points,True,False,bad,,,,,,
how could you render this in a different way,True,False,bad,,,,,,
there s so many possibilities,True,False,bad,,,,,,
but i m going to leave this at this,True,False,bad,,,,,,
i ve just done the core algorithm,True,False,bad,,,,,,
and we have this barnsley firm,False,False,good,,,,,,
and you know you can by the way you can draw,True,False,bad,,,,,,
you can see here s variations of this,False,False,good,,,,,,
why is mine kind of different than this though,True,False,bad,,,,,,
so first of all i m discovering here,True,False,bad,,,,,,
this is actually giving me the correct range,True,False,bad,,,,,,
so let us actually do this range,True,False,bad,,,,,,
let s go into the code and implement the range that was on the wikipedia page,False,False,good,,,,,,
so negative,True,False,bad,,,,,,
to there,False,False,good,,,,,,
and then zero to let us try this,False,False,good,,,,,,
there we go,False,False,good,,,,,,
ok,False,False,good,,,,,,
so i was not mapping the proper range,True,False,bad,,,,,,
so it did not curve to the right,False,False,good,,,,,,
but now i am mapping the full barnsley firm,True,False,bad,,,,,,
thank you very much,True,False,bad,,,,,,
i really want to make it rainbow color and do other stuff,True,False,bad,,,,,,
but we have completed it,False,False,good,,,,,,
this is the barnsley firm fractal in processing in about three hours and minutes,False,False,good,,,,,,
thanks for watching this entire video,True,False,bad,,,,,,
and i hope you make a variation of this in some way that i could not possibly imagine,True,False,bad,,,,,,
and share it with me,False,False,good,,,,,,
share it in the comments,False,False,good,,,,,,
there s a way you can go to the coding and submit a link to your contribution,True,False,bad,,,,,,
and on twitter at shift minarets the coding train,False,False,good,,,,,,
ok,False,False,good,,,,,,
thanks,False,False,good,,,,,,
and i will see you all in the next coding challenge,False,False,good,,,,,,
okay hello and welcome to a coding challenge,False,False,good,,,,,,
google chrome dinosaur game edition,False,False,good,,,,,,
unfortunately i do not have my train whistle,False,False,good,,,,,,
i did not bring it with me today,False,False,good,,,,,,
so this is definitely not going to go well,True,False,bad,,,,,,
not that any of my coding challenges ever go well but i m going to give this a try,True,False,bad,,,,,,
i m going to attempt to program quickly,False,False,good,,,,,,
the google chrome dinosaur game,False,False,good,,,,,,
i m going to use my own images and stuff,False,False,good,,,,,,
so it will be the unicorn game of course,False,False,good,,,,,,
i m going to use p jess the javascript library p jess and i m going to interact with it in a unique way that you have to stick around for the end of the video,False,False,good,,,,,,
i ll just tell you now,False,False,good,,,,,,
i m going to try to control with my voice,False,False,good,,,,,,
okay so you skip to the end,False,False,good,,,,,,
maybe i ll be doing it there,False,False,good,,,,,,
okay so here we go,False,False,good,,,,,,
let s get started,False,False,good,,,,,,
so what do i need to do,False,False,good,,,,,,
so first i m going to make a i m going to add i m going to the p web editor,False,False,good,,,,,,
i m going to add a file,False,False,good,,,,,,
i m going to call it a dyno js,False,False,good,,,,,,
even though it is not let us call it unicorn,False,False,good,,,,,,
unicorn js,False,False,good,,,,,,
and that is going to be my unicorn,False,False,good,,,,,,
and what do i need,False,False,good,,,,,,
i also need to have those are like cactus thingies,True,False,bad,,,,,,
i mean those are going to be trains,False,False,good,,,,,,
so i m going to make a train js add file,False,False,good,,,,,,
so let us start by creating the unicorn class unicorn,False,False,good,,,,,,
so i m going to use object oriented programming because you know i do basically this by the way is exactly the same as slapy bird,False,False,good,,,,,,
so i m really just doing the same thing over again but whatever,True,True,good,,,,,,
this is a nice beginner friendly challenge,False,False,good,,,,,,
so and maybe using object oriented programming is a little bit overkill,True,False,bad,,,,,,
but let us give the unicorn a x location at and a y location which will be height because it is sitting at the bottom of the window but maybe i ll say like height minus right now,False,False,good,,,,,,
and then i m going to create a function called show and i m going to draw it,False,False,good,,,,,,
i m just going to draw as a rectangle right now at this x this y and i ll make it,False,False,good,,,,,,
so this is the unicorn class,False,False,good,,,,,,
a unicorn object has an x and a y and when i draw it it is a rectangle at that x and a y with a width and height of,False,False,good,,,,,,
and those will probably need to be variables eventually,False,False,good,,,,,,
so let me make a variable called unicorn,False,False,good,,,,,,
i m going to say unicorn is a new unicorn and i m going to say here unicorn show,False,False,good,,,,,,
and let us run this,False,False,good,,,,,,
there we go,False,False,good,,,,,,
oh ok,False,False,good,,,,,,
so of course i forgot what i always forget which is that i ve added some new javascript files and i need to reference them in my html,True,False,bad,,,,,,
unicorn and what was the other thing called train,False,False,good,,,,,,
all right,False,False,good,,,,,,
so that is a unicorn,False,False,good,,,,,,
and what i want is but let me play that game again,False,False,good,,,,,,
how does it work,False,False,good,,,,,,
it just sits there,False,False,good,,,,,,
so every time i press the space bar it jumps,False,False,good,,,,,,
so let us get it to do that first,False,False,good,,,,,,
let s get it to do that first,False,False,good,,,,,,
so what does it need in order to be able to jump,False,False,good,,,,,,
