text,humor,pred,result,good,bad,accuracy,precision,recall,F1
"But if you're looking for the documentation, if I click on reference, and go to sound classifier, this is what I'm looking at doing.",False,False,good,,,,,,
"So all I need to, first thing I need to do is, well, actually, one thing I need to do is I need to go to get started.",False,False,good,,,,,,
And I need to get a script tag to be able to reference the library.,False,False,good,,,,,,
So I want to add the ML5 library.,False,False,good,,,,,,
So I'm copying this.,False,False,good,,,,,,
I'm going here to index the HTML.,False,False,good,,,,,,
"So in addition to P5Cly2D, I'm now adding ML5.",False,False,good,,,,,,
And I'm going to go here.,False,False,good,,,,,,
And I'm going to in preload.,False,False,good,,,,,,
"I'm going to do let sound classifier, create a variable in preload.",False,False,good,,,,,,
I'm going to say sound classifier equals ML5 sound classifier.,False,False,good,,,,,,
And the model I'm loading is called speech commands 18W.,False,False,good,,,,,,
Because this is a model that's been trained to recognize 18 particular words.,False,False,good,,,,,,
"Zero, the digits, zero through nine, up, down, left, right, and a few other ones that are documented on this ML5 webpage.",False,False,good,,,,,,
Let's go look that up real quick.,False,False,good,,,,,,
"So if I go back to sound classifier, up, down, left, right, go, stop, yes, no.",False,False,good,,,,,,
So those are the words it's trained to recognize.,False,False,good,,,,,,
And I actually also want to get this probability threshold.,False,False,good,,,,,,
"So I'm going to add this in here, because I want it to be really sure I'm saying jump.",False,False,good,,,,,,
So I'm going to make this 95.,False,False,good,,,,,,
This means it's got to be 95% sure.,False,False,good,,,,,,
The confidence score that's coming from that particular model.,False,False,good,,,,,,
"And how that model was trained, and there's all the paper you can read.",False,False,good,,,,,,
And I've talked about that more in the other video.,False,False,good,,,,,,
"So now that I have that, in setup, I can say sound classifier.classify, then I can get a function.",False,False,good,,,,,,
I'm going to call it got word.,False,True,bad,,,,,,
We're got command.,False,False,good,,,,,,
Let's call it got command.,False,False,good,,,,,,
So this is a callback function that is going to trigger any time it gets a command.,False,False,good,,,,,,
"It gets an error first, error first callbacks, and then the results.",False,False,good,,,,,,
"So I'm just going to say if there's an error, I'm just going to console error the error.",False,False,good,,,,,,
"Otherwise, if results index 0 dot label.",False,False,good,,,,,,
So results as an array with labels and confidence scores.,False,False,good,,,,,,
The labels are the words.,False,False,good,,,,,,
And what I'm looking for is the word up.,False,False,good,,,,,,
"If that label is up, then unicorn jump.",False,False,good,,,,,,
So this is a really quick way of me looking for a particular keyword from that library.,False,False,good,,,,,,
And I'm also just going to console log results index 0 dot label.,False,False,good,,,,,,
Just to see if I'm getting other words also.,False,False,good,,,,,,
And we might as well log the confidence score just so we can see that.,False,False,good,,,,,,
That might be good for debugging as well.,False,False,good,,,,,,
"So now that I've logged those two things, I'm going to run this sketch.",False,False,good,,,,,,
Shoot.,True,False,bad,,,,,,
But you can see it got up 95%.,False,False,good,,,,,,
I'm going to add the thing where I click the mouse and I can give myself a train.,False,True,bad,,,,,,
"And in fact, let's comment out the random trains.",False,False,good,,,,,,
"Also, I really should be more thoughtful about how I'm picking the train.",False,False,good,,,,,,
"Like when the train should come, like maybe there's a minimum distance between them.",False,False,good,,,,,,
"If I've just added one, can I have a longer train with other train cars?",False,False,good,,,,,,
I don't know what's going on here.,False,False,good,,,,,,
There's a lot of narrative flaws in what's going on here.,True,False,bad,,,,,,
But I'm just going to add one myself.,False,False,good,,,,,,
Up.,False,False,good,,,,,,
Yes.,False,False,good,,,,,,
Up.,False,False,good,,,,,,
Shoot.,False,False,good,,,,,,
All right.,False,False,good,,,,,,
Everyone is making the suggestion in the chat that I should change it to a circle.,False,False,good,,,,,,
So that'll actually kind of be like around it.,False,False,good,,,,,,
It'll give me a little wiggle room along the edges and make the intersection happen a little less often.,False,False,good,,,,,,
So let's actually go ahead and do that.,False,False,good,,,,,,
So I'm going to go into where the only place where I'm doing this collision detection is where in the unicorn under hits.,False,False,good,,,,,,
"So I'm going to change this to collide circle circle, collide circle circle, and circle to circle assumes ellipse mode center.",False,False,good,,,,,,
"So I'm going to have to think of the circle as the center point of the object, which is not a big deal.",False,False,good,,,,,,
"So the way that I'm going to do that, let's make some separate variables.",False,False,good,,,,,,
Let's say x1 equals this dot x plus this dot r times 0.5.,False,False,good,,,,,,
So this would be the middle.,False,False,good,,,,,,
This is the middle.,False,False,good,,,,,,
And then r is the diameter of the circle.,False,False,good,,,,,,
So that's fine.,False,False,good,,,,,,
This is y.,False,False,good,,,,,,
"And then x2, y2 is the train.",False,False,good,,,,,,
"Train dot x, train dot y, train dot r, train dot r. And so now I want collide circle circle x1, y1, and then x2, y2.",False,False,good,,,,,,
"The question is, is r for actually the radius or is it the diameter?",False,False,good,,,,,,
"Does it say circle diameter, circle diameter.",False,False,good,,,,,,
So I'm good.,False,False,good,,,,,,
"All right, so let's try this.",False,False,good,,,,,,
"And then this should really be, oh, this is kind of unfortunate.",False,False,good,,,,,,
This should now be an ellipse.,False,False,good,,,,,,
"Oh, you know what I can just do?",False,True,bad,,,,,,
"I can say ellipse mode corner, perfect.",False,False,good,,,,,,
So let's draw the hit circles under train.,False,False,good,,,,,,
Let's do the same thing here and say ellipse there.,False,False,good,,,,,,
"So this should now, we should see.",False,False,good,,,,,,
Here we go.,False,False,good,,,,,,
That's what it's going to do.,False,False,good,,,,,,
"OK, here we go.",False,False,good,,,,,,
"Oh, after click.",False,False,good,,,,,,
"Oh, what happened?",False,False,good,,,,,,
"All right, I passed r in twice, which is very unnecessary.",False,False,good,,,,,,
"You just give it the diameter, not the radius, even though I'm calling it r once.",False,False,good,,,,,,
And let's see what happens.,False,False,good,,,,,,
"OK, here we go.",False,False,good,,,,,,
Jump.,False,False,good,,,,,,
Why is my browser really freaking out?,True,False,bad,,,,,,
Let's comment out the debugging.,False,False,good,,,,,,
We're just going to go for it now.,False,False,good,,,,,,
We're going to play this game and close this tab.,False,False,good,,,,,,
Quick Chrome.,True,False,bad,,,,,,
We're about to play this game.,True,False,bad,,,,,,
"Oh, up.",True,False,bad,,,,,,
It's up.,True,False,bad,,,,,,
I'm saying jump.,True,False,bad,,,,,,
So up.,True,False,bad,,,,,,
"Yeah, there we go.",False,False,good,,,,,,
Up.,True,False,bad,,,,,,
Up.,True,False,bad,,,,,,
Up.,True,False,bad,,,,,,
"All right, ready, everyone?",True,False,bad,,,,,,
Up.,True,False,bad,,,,,,
Up.,True,False,bad,,,,,,
Up.,True,False,bad,,,,,,
Up.,True,False,bad,,,,,,
Up.,True,False,bad,,,,,,
Up.,True,False,bad,,,,,,
Up.,True,False,bad,,,,,,
Up.,True,False,bad,,,,,,
Up.,True,False,bad,,,,,,
Look at me.,True,False,bad,,,,,,
I guess I can't use the music.,True,False,bad,,,,,,
Up.,True,False,bad,,,,,,
Up.,True,False,bad,,,,,,
Up.,True,False,bad,,,,,,
Ah.,True,False,bad,,,,,,
"All right, everyone.",False,False,good,,,,,,
Thus ends this coding challenge.,False,False,good,,,,,,
There are so many things that need to be added to this.,False,False,good,,,,,,
"Number one, the narrative is makes no sense.",False,False,good,,,,,,
Why is there this unicorn standing still?,False,False,good,,,,,,
Without any animation.,False,False,good,,,,,,
The trains are coming at it.,False,False,good,,,,,,
The background should be sort of like in parallax moving.,False,False,good,,,,,,
So probably it should be jumping over.,False,False,good,,,,,,
I should have just used cacti.,False,False,good,,,,,,
"That's the plural of cactus, right?",True,False,bad,,,,,,
There's no score.,False,False,good,,,,,,
There's no birds flying.,False,False,good,,,,,,
You could add a flying asterisk.,False,False,good,,,,,,
"I'm going to, when I upload this, I'm going to include, when I, when this video publishes and with the code, I will include a lot of the coding train characters, which are designed by Jason Heggland, so I'm going to include a whole bunch of those.",False,False,good,,,,,,
"If people want to make a version of this game that we can all play online, with speech commands.",False,False,good,,,,,,
Let me try this.,False,False,good,,,,,,
I'm going to just say goodbye by trying this one more sentence.,False,False,good,,,,,,
"Yes, Alka is pointing out that speech detection, I behind the browser might be lower latency, but let's try this one more time.",False,False,good,,,,,,
Up.,False,False,good,,,,,,
Up.,False,False,good,,,,,,
Up.,False,False,good,,,,,,
Up.,False,False,good,,,,,,
Up.,False,False,good,,,,,,
Up.,False,False,good,,,,,,
Up.,False,False,good,,,,,,
"Oh, okay.",False,False,good,,,,,,
"Goodbye, everyone.",False,False,good,,,,,,
Thank you very much.,False,False,good,,,,,,
And see you later on a future coding challenge.,False,True,bad,,,,,,
