text,humor,pred,result,good,bad,accuracy,precision,recall,F1
"It's a wartime level investment that we are more than capable of, and it costs a lot less than repeatedly shutting down 
the economy in both lives and money.",False,False,good,,,,,,
"We've done our homework on this, so check it out along with the body of supporting work if you're interested.",False,False,good,,,,,,
And people across disciplines and ideologies agree on this plan.,False,False,good,,,,,,
We can do this.,False,False,good,,,,,,
You can do this.,False,False,good,,,,,,
"Connect with your communities, look for ways to be involved, or create them where you are.",False,False,good,,,,,,
"This is for real, and I've never felt so encouraged and hopeful.",False,False,good,,,,,,
"Everyone I've worked with on this project has jumped in to say, what can I do?",False,True,bad,,,,,,
How can I help?,False,True,bad,,,,,,
"People who disagree on everything else and who would ordinarily refuse to be in a room together are working 
together on this.",False,False,good,,,,,,
"In ways I would have never, ever expected possible.",False,False,good,,,,,,
"It's kind of miraculous, and I wanted you to know, I wanted you to know it's real, that if you see it on the news with 
some big institutional names attached, claiming all those good stuff about partnership and cooperation, I've been in 
the room with these folks, I mean virtually in the room, but you know, and it's true.",False,False,good,,,,,,
People are working together.,False,False,good,,,,,,
"They are deciding together that we can do this, and we can.",False,False,good,,,,,,
"If you're the hashtagging profile, picturing type, let me tell you hashtag how we reopen.",False,True,bad,,,,,,
We've got icons to see the links below like pandemictesting.org.,False,False,good,,,,,,
"Let people know, including your local leaders and elected officials, that they should take a look at this report sooner 
rather than later.",False,False,good,,,,,,
"I mean, we've already got a lot of momentum, but things are moving so fast with this pandemic.",False,False,good,,,,,,
"We could use all the momentum we can get, and I'm pretty sure time isn't obeying the laws of physics right now, 
so yeah, your help would be appreciated.",False,False,good,,,,,,
"Okay, that's all for today.",False,True,bad,,,,,,
"I send my best to you, and I'm looking forward to seeing the future you help create.",False,False,good,,,,,,
