text,humor,pred,result,good,bad,precision,accuracy,recall,F1
these four different forces interact with matter according to the corresponding charges that each particle has a particle that hasnt been seen yet but were pretty sure exists is the higgs particle which gives masses to all these other particles the main purpose of the large collider is to see this higgs particle and were almost certain it will but the greatest mystery is what else we might see and im going to show you one beautiful possibility towards the end of this talk now if we count up all these different particles using their various spins and charges there are that is a lot of particles to keep track of and it seems strange that nature would have so many elementary particles,False,False,good,,,,,,
that is a lot of particles to keep track of and it seems strange that nature would have so many elementary particles but if we plot them out according to their charges some beautiful patterns emerge the most familiar charge is electric charge electrons have an electric charge a negative one and quarks have electric charges in thirds so when two up quarks and a down quark are combined to make a proton it has a total electric charge of plus one these particles also have which have opposite charges now it turns out the electric charge is actually a combination of two other charges and weak charge if we spread out the and weak charge and plot the charges of particles in this two dimensional charge space the electric charge is where these particles sit along the vertical direction,False,False,good,,,,,,
now it turns out the electric charge is actually a combination of two other charges and weak charge if we spread out the and weak charge and plot the charges of particles in this two dimensional charge space the electric charge is where these particles sit along the vertical direction the electromagnetic and weak forces interact with matter according to their and weak charge which make this pattern this is called the unified model and it was put together back in the reason most of us are only familiar with electric charge and not both of these is because of the higgs particle the higgs over here on the left has a large mass and breaks the symmetry of this pattern it makes the weak force very weak by giving the weak particles a large mass since this massive higgs sits along the horizontal direction in this diagram the photons of electromagnetism remain and interact with electric charge along the vertical direction in this charge space so the electromagnetic and weak forces are described by this pattern of particle charges in two dimensional space,False,False,good,,,,,,
for example this weak force particle and its can be created in a collision in further interactions the charges must always balance one of the weak particles could decay into an electron and an and these three still add to zero total charge nature always keeps a perfect balance so these patterns of charges are not just pretty they tell us what interactions are allowed to happen and we can rotate this charge space in four dimensions to get a better look at the strong interaction which has this nice hexagonal symmetry in a strong interaction a strong force particle such as this one interacts with a colored quark such as this green one to give a quark with a different color charge this red one and strong interactions are happening millions of times each second in every atom of our bodies holding the atomic nuclei together,False,False,good,,,,,,
two weeks ago i was in my studio in paris and the phone rang and i heard hey jr you won the ted prize you have to make a wish to save the world i was lost i mean i cant save the world nobody can the world is fucked e on you have dictators ruling the world population is growing by millions there is no more fish in the sea the north pole is melting and as the last ted prize winner said were all becoming fat,True,True,good,,,,,,
whatever so i called back and i told her look amy tell the ted guys i just wont show up i cant do anything to save the world she said hey jr your wish is not to save the world but to change the world oh all right,True,False,bad,,,,,,
so that is paris i would change depending on the places i would go the title of the exhibition that is on the champs elysees i was quite proud of that one because i was just and i was just up there on the top of the champs elysees then when the photo left the frame was still there,True,True,good,,,,,,
the army will shoot you and hamas will kidnap you we said okay let us try and push as far as we can i love the way that people will ask me how big will my photo be it will be as big as your house when we did the wall we did the palestinian side so we arrived with just our ladders and we realized that they were not high enough and so palestinians guys say calm down no wait im going to find you a solution so he went to the church of nativity and brought back an old ladder that was so old that it could have seen jesus being born,True,True,good,,,,,,
this is kenya one of the largest slums of africa you might have seen images about the post election violence that happened there in this time we covered the roofs of the houses but we didnt use paper because paper doesnt prevent the rain from leaking inside the house vinyl does then art becomes useful so the people kept it you know what i love is for example when you see the biggest eye there there are so many houses inside and i went there a few months ago photos are still there and it was missing a piece of the eye so i asked the people what happened oh that guy just moved,True,True,good,,,,,,
each project that is a film from women are heroes okay for each project we do a film and most of what you see that is a trailer from women are heroes its images photography taken one after the other and the photos kept traveling even without us,True,True,good,,,,,,
art is not supposed to change the world to change practical things but to change perceptions art can change the way we see the world art can create an analogy actually the fact that art cannot change things makes it a neutral place for exchanges and discussions and then enables you to change the world when i do my work i have two kinds of reactions people say oh why dont you go in iraq or afghanistan they would be really useful or how can we help i presume that you belong to the second category and that is good because for that project im going to ask you to take the photos and paste them so now my wish is i wish for you to stand up for what you care about by participating in a global art project and together well turn the world inside out,True,True,good,,,,,,
i mean technology politics business do change the world not always in a good way but they do what about art could art change the world i started when i was years old and at that time i was not thinking about changing the world i was doing graffiti writing my name everywhere using the city as a canvas,False,False,good,,,,,,
and at that time i was not thinking about changing the world i was doing graffiti writing my name everywhere using the city as a canvas i was going in the tunnels of paris on the rooftops with my friends each trip was an excursion was an adventure it was like leaving our mark on society to say i was here on the top of a building so when i found a cheap camera on the subway i started documenting those adventures with my friends and gave them back as photocopies really small photos just that size that is how at years old i started pasting them and i did my first expo de rue which means sidewalk gallery and i framed it with color so you would not confuse it with advertising,False,False,good,,,,,,
then i saw it could it be possible my photo on a wall revealed by a burning car a pasting id done a year earlier an illegal one still there i mean these were the faces of my friends i know those guys all of them are not angels but theyre not monsters either so it was kind of weird to see those images and those eyes stare back at me through a television so i went back there with a lens it was the only one i had at that time,False,False,good,,,,,,
i went back there with a lens it was the only one i had at that time but with that lens you have to be as close as inches from the person so you can do it only with their trust so i took full portraits of people from le they were making scary faces to play the caricature of themselves and then i pasted huge posters everywhere in the bourgeois area of paris with the name age even building number of these guys a year later the exhibition was displayed in front of the city hall of paris and we go from thug images whove been stolen and distorted by the media who is now proudly taking over his own image,False,False,good,,,,,,
so with my friend marco we decided to go there and see who are the real palestinians and who are the real israelis are they so different when we got there we just went in the street started talking with people everywhere and we realized that things were a bit different from the rhetoric we heard in the media so we decided to take portraits of palestinians and israelis doing the same jobs taxi driver lawyer cooks asked them to make a face as a sign of commitment not a smile that really doesnt tell about who you are and what you feel they all accepted to be pasted next to the other i decided to paste in eight israeli and palestinian cities and on both sides of the wall we launched the biggest illegal art exhibition ever we called the project face face,False,False,good,,,,,,
the experts said no way the people will not accept the army will shoot you and hamas will kidnap you we said okay let us try and push as far as we can i love the way that people will ask me how big will my photo be it will be as big as your house when we did the wall we did the palestinian side,False,False,good,,,,,,
he purchased his own plane ticket and went to the village where this had occurred and he was confronted by this scene a line of coffins coming down a hill relatives wailing he later he told me how overwhelmed he felt and didnt know what to do so he took out his phone like any one of us might and snapped that picture and it out and voila that picture went viral and broke the censorship and forced mass media to cover it so when a year later turkey s protests happened it started as a protest about a park being razed but became an anti authoritarian protest it wasnt surprising that media also censored it but it got a little ridiculous at times when things were so intense when cnn international was broadcasting live from istanbul cnn turkey instead was broadcasting a documentary on penguins now i love penguin documentaries but that wasnt the news of the day an angry viewer put his two screens together and snapped that picture and that one too went viral and since then people call turkish media the penguin media,True,False,bad,,,,,,
so recently we heard a lot about how social media helps empower protest and that is true but after more than a decade of studying and participating in multiple social movements ive come to realize that the way technology empowers social movements can also paradoxically help weaken them this is not inevitable but overcoming it requires diving deep into what makes success possible over the long term and the lessons apply in multiple domains now take turkey s park protests july which i went back to study in the field was key to its organizing it was everywhere in the park well along with a lot of tear gas,False,False,good,,,,,,
this is my favorite place on earth de in bolivia and when it is covered in a thin layer of water it reflects the clouds there are days when you feel as if youre floating among the clouds but there are days when the horizon disappears there is no longer a top or a bottom you feel immersed in something bigger it was there that one night i woke up from a dream and i saw that the stars were also reflected on the water,False,False,good,,,,,,
i turn out to be the son you wanted when i was born did i meet your expectations youve exceeded my expectations sweetie because sure you have these fantasies of what your child s going to be like but you have made me grow so much as a parent because you think well i was the one who made you a parent you were the one who made me a parent that s a good point,True,False,bad,,,,,,
and i love you i love you i love you when a guy is happily married no matter what happens at work no matter what happens in the rest of the day there is a shelter when you get home there is a knowledge knowing that you can hug somebody without them throwing you downstairs and saying get your hands off me being married is like having a color television set you never want to go back to black and white,True,True,good,,,,,,
it was the first time the story of stonewall had been told to a national audience,False,False,good,,,,,,
they lived in cubicles the size of prison cells covered with chicken wire so you couldnt jump from one room into the next,False,False,good,,,,,,
in fact i could see them through the window lying on the dining room table where i had left them so i quickly ran around and tried all the other doors and windows and they were locked tight i thought about calling a locksmith at least i had my cellphone but at midnight it could take a while for a locksmith to show up and it was cold i couldnt go back to my friend jeff s house for the night because i had an early flight to europe the next morning and i needed to get my passport and my suitcase so desperate and freezing cold i found a large rock and i broke through the basement window cleared out the shards of glass i crawled through i found a piece of cardboard and taped it up over the opening figuring that in the morning on the way to the airport i could call my contractor and ask him to fix it this was going to be expensive but probably no more expensive than a middle night locksmith so i figured under the circumstances i was coming out even now im a neuroscientist by training and i know a little bit about how the brain performs under stress it releases that raises your heart rate it adrenaline levels and it clouds your thinking so the next morning when i woke up on too little sleep worrying about the hole in the window and a mental note that i had to call my contractor and the freezing temperatures and the meetings i had upcoming in europe and you know with all the in my brain my thinking was cloudy but i didnt know it was cloudy because my thinking was cloudy,True,False,bad,,,,,,
it wasnt until i got to the airport check in counter that i realized i didnt have my passport,True,False,bad,,,,,,
so i raced home in the snow and ice minutes got my passport raced back to the airport i made it just in time but they had given away my seat to someone else so i got stuck in the back of the plane next to the bathrooms in a seat that wouldnt on an eight hour flight well i had a lot of time to think during those eight hours and no sleep,True,True,good,,,,,,
and i started wondering are there things that i can do systems that i can put into place that will prevent bad things from happening or at least if bad things happen will minimize the likelihood of it being a total catastrophe so i started thinking about that but my thoughts didnt crystallize until about a month later i was having dinner with my colleague danny the nobel prize winner and i somewhat told him about having broken my window and you know forgotten my passport and danny shared with me that hed been practicing something called prospective hindsight,True,True,good,,,,,,
i had just driven home it was around midnight in the dead of montreal winter i had been visiting my friend jeff across town and the thermometer on the front porch read minus degrees and dont bother asking if that is celsius or fahrenheit minus is where the two scales meet it was very cold and as i stood on the front porch fumbling in my pockets i found i didnt have my keys in fact i could see them through the window lying on the dining room table where i had left them so i quickly ran around and tried all the other doors and windows and they were locked tight i thought about calling a locksmith at least i had my cellphone but at midnight it could take a while for a locksmith to show up and it was cold,False,False,good,,,,,,
it is something that he had gotten from the psychologist gary klein who had written about it a few years before also called the pre mortem now you all know what the postmortem is whenever there is a disaster a team of experts come in and they try to figure out what went wrong right well in the pre mortem danny explained you look ahead and you try to figure out all the things that could go wrong and then you try to figure out what you can do to prevent those things from happening or to minimize the damage so what i want to talk to you about today are some of the things we can do in the form of a pre mortem some of them are obvious some of them are not so obvious,False,False,good,,,,,,
around the home designate a place for things that are easily lost now this sounds like common sense and it is but there is a lot of science to back this up based on the way our spatial memory works there is a structure in the brain called the that evolved over tens of thousands of years to keep track of the locations of important things where the well is where fish can be found that stand of fruit trees where the friendly and enemy tribes live the is the part of the brain that in london taxicab drivers becomes enlarged it is the part of the brain that allows squirrels to find their nuts and if youre wondering somebody actually did the experiment where they cut off the olfactory sense of the squirrels and they could still find their nuts,False,False,good,,,,,,
it is the part of the brain that allows squirrels to find their nuts and if youre wondering somebody actually did the experiment where they cut off the olfactory sense of the squirrels and they could still find their nuts they werent using smell they were using the this exquisitely evolved mechanism in the brain for finding things but it is really good for things that dont move around much not so good for things that move around so this is why we lose car keys and reading glasses and passports so in the home designate a spot for your keys a hook by the door maybe a decorative bowl for your passport a particular drawer for your reading glasses a particular table if you designate a spot and youre scrupulous about it your things will always be there when you look for them,False,False,good,,,,,,
i think the only thing less happy is the grass that we did probably damage quite badly you get an idea of the thrust here when i try to hold them horizontally and somewhat fail that is around kilos of thrust there we were quite impressed with that we thought we were getting somewhere so there is only one sensible way to go from there you get four,True,False,bad,,,,,,
it really didnt work did it trying things and learning by failing at them most of the time and that included failing by falling over if you notice weve got five engines here not to be put off by the fact one was in maintenance still had a go,True,True,good,,,,,,
line so again good learning we learned not to do that again this was a blind alley,True,False,bad,,,,,,
this was three on each arm that was ridiculous that was kilos on each arm again struck that one off,True,True,good,,,,,,
that was the point where this endeavor went from im really not sure this is going to work to oh my god it does work from there on we then refined it but we carried on falling over a lot falling over like i say is definitely the best way to learn after a while we starting really refining the layout of all of this and youll see that is stability and control there is no wires there or anything that is a combination of us refining the technology including with a tupperware box on the back for the electronics and actually learning the balance and control im now going to save your ears for the next short piece and talk over it after a while the jet engine noise is a bit annoying,False,False,good,,,,,,
well i dont think anybody s going to go down to walmart or take the kids to school in any of this stuff for a while but the team at gravity are building some awesome technology that is going to make this look like child s play were working on some things that will seek to bring this unusual experience of flight to a wider audience beyond the events and displays were doing were even starting to look for pilots two and three if there is any volunteers ive got this vision it sounds audacious but let us just stick it out there that one day maybe we can rise up above a beach fly up and down the coastline of it rise up a bit higher with some of the safety kit were working on to make this achievable then over the horizon comes a hercules with the ramp down as it comes past you start picking up speed and see if we can intercept from the rear not the front that would be a mistake and then try and land in the back,False,False,good,,,,,,
but this is also if i take a big step back from this this is also a very personal journey for me back to that lovely photo or photo in a picture sadly my father took his own life when i was and left an awful lot of unfulfilled ambition he was a wonderful inventor a maverick creator and id just like to think if it was possible if he was looking down he would be hed certainly be smiling at some of the things weve done here i think so it is a tribute to him,False,False,good,,,,,,
and i said ok you guys spent the whole summer on this right no we all took internships just in case it doesnt work out all right but youre going to go in full time once you graduate not exactly weve all lined up backup jobs six months go by it is the day before the company launches and there is still not a functioning website you guys realize the entire company is a website that is literally all it is so i obviously declined to invest and they ended up naming the company parker,True,True,good,,,,,,
so the first reason that i passed on parker was they were really slow getting off the ground now you are all intimately familiar with the mind of a well i have a confession for you im the opposite im a yes that is an actual term you know that panic you feel a few hours before a big deadline when you havent done anything yet i just feel that a few months ahead of time,True,False,bad,,,,,,
so this started early when i was a kid i took nintendo games very seriously i would wake up at start playing and not stop until i had mastered them eventually it got so out of hand that a local newspaper came and did a story on the dark side of nintendo starring me,True,True,good,,,,,,
no she was one of our most creative students and as an organizational psychologist this is the kind of idea that i test so i challenged her to get some data she goes into a bunch of companies she has people fill out surveys about how often they procrastinate then she gets their bosses to rate how creative and innovative they are and sure enough the like me who rush in and do everything early are rated as less creative than people who procrastinate moderately so i want to know what happens to the chronic she was like i dont know they didnt fill out my survey,True,True,good,,,,,,
we asked people to generate new business ideas and then we get independent readers to evaluate how creative and useful they are and some of them are asked to do the task right away others we randomly assign to procrastinate by dangling minesweeper in front of them for either five or minutes and sure enough the moderate are percent more creative than the other two groups now minesweeper is awesome but it is not the driver of the effect because if you play the game first before you learn about the task there is no creativity boost it is only when youre told that youre going to be working on this problem and then you start procrastinating but the task is still active in the back of your mind that you start to incubate procrastination gives you time to consider divergent ideas to think in nonlinear ways to make unexpected leaps so just as we were finishing these experiments i was starting to write a book about originals and i thought this is the perfect time to teach myself to procrastinate while writing a chapter on procrastination so i and like any self respecting i woke up early the next morning and i made a to do list with steps on how to procrastinate,True,True,good,,,,,,
what you see is that the first movers had a failure rate of percent compared with only percent for the look at waiting to build a social network until after and look at waiting for years after altavista and yahoo it is much easier to improve on somebody else s idea than it is to create something new from scratch so the lesson i learned is that to be original you dont have to be first you just have to be different and better but that wasnt the only reason i passed on parker they were also full of doubts they had backup plans lined up and that made me doubt that they had the courage to be original because i expected that originals would look something like this,True,True,good,,,,,,
now on the surface a lot of original people look confident but behind the scenes they feel the same fear and doubt that the rest of us do they just manage it differently let me show you this is a depiction of how the creative process works for most of us,True,False,bad,,,,,,
de is when you look at something youve seen many times before and all of a sudden see it with fresh eyes it is a screenwriter who looks at a movie script that cant get the green light for more than half a century in every past version the main character has been an evil queen but jennifer lee starts to question whether that makes sense she rewrites the first act the villain as a tortured hero and frozen becomes the most successful animated movie ever so there is a simple message from this story when you feel doubt dont let it go,True,False,bad,,,,,,
but i have some good news for you you are not going to get judged on your bad ideas a lot of people think they will if you look across industries and ask people about their biggest idea their most important suggestion percent of them stayed silent instead of speaking up they were afraid of embarrassing themselves of looking stupid but guess what originals have lots and lots of bad ideas tons of them in fact take the guy who invented this do you care that he came up with a talking doll so creepy that it scared not only kids but adults too no you celebrate thomas edison for pioneering the light bulb,True,True,good,,,,,,
seven years ago a student came to me and asked me to invest in his company he said im working with three friends and were going to try to disrupt an industry by selling stuff online and i said ok you guys spent the whole summer on this right no we all took internships just in case it doesnt work out all right but youre going to go in full time once you graduate not exactly,False,False,good,,,,,,
they were recently recognized as the world s most innovative company and valued at over a billion dollars and now my wife handles our investments why was i so wrong to find out ive been studying people that i come to call originals originals are nonconformists people who not only have new ideas but take action to champion them,False,False,good,,,,,,
to find out ive been studying people that i come to call originals originals are nonconformists people who not only have new ideas but take action to champion them they are people who stand out and speak up originals drive creativity and change in the world theyre the people you want to bet on and they look nothing like i expected i want to show you today three things ive learned about recognizing originals and becoming a little bit more like them so the first reason that i passed on parker was they were really slow getting off the ground now you are all intimately familiar with the mind of a,False,False,good,,,,,,
no here are our results you actually do see that the people who wait until the last minute are so busy goofing off that they dont have any new ideas and on the flip side the people who race in are in such a frenzy of anxiety that they dont have original thoughts either there is a sweet spot where originals seem to live why is this maybe original people just have bad work habits,False,False,good,,,,,,
i call it thinking,False,False,good,,,,,,
as aaron sorkin put it you call it procrastinating i call it thinking and along the way i discovered that a lot of great originals in history were take leonardo da vinci he toiled on and off for years on the mona lisa he felt like a failure he wrote as much in his journal but some of the diversions he took in optics transformed the way that he modeled light and made him into a much better painter what about martin luther king jr,False,False,good,,,,,,
but some of the diversions he took in optics transformed the way that he modeled light and made him into a much better painter what about martin luther king jr the night before the biggest speech of his life the march on washington he was up past rewriting it he is sitting in the audience waiting for his turn to go onstage and he is still scribbling notes and crossing out lines when he gets onstage minutes in he leaves his prepared remarks to utter four words that changed the course of history i have a dream that was not in the script by delaying the task of finalizing the speech until the very last minute he left himself open to the widest range of possible ideas and because the text wasnt set in stone he had freedom to improvise procrastinating is a vice when it comes to productivity but it can be a virtue for creativity,False,False,good,,,,,,
procrastinating is a vice when it comes to productivity but it can be a virtue for creativity what you see with a lot of great originals is that they are quick to start but theyre slow to finish and this is what i missed with parker when they were dragging their heels for six months i looked at them and said you know a lot of other companies are starting to sell glasses online they missed the first mover advantage but what i didnt realize was they were spending all that time trying to figure out how to get people to be comfortable ordering glasses online and it turns out the first mover advantage is mostly a myth look at a classic study of over product categories comparing the first movers who created the market with the who introduced something different and better,False,False,good,,,,,,
now in my research i discovered there are two different kinds of doubt there is self doubt and idea doubt self doubt is paralyzing it leads you to freeze but idea doubt is energizing it motivates you to test to experiment to refine just like did,False,False,good,,,,,,
musk told me recently he didnt expect tesla to succeed he was sure the first few launches would fail to make it to orbit let alone get back but it was too important not to try and for so many of us when we have an important idea we dont bother to try but i have some good news for you you are not going to get judged on your bad ideas a lot of people think they will if you look across industries and ask people about their biggest idea their most important suggestion percent of them stayed silent instead of speaking up,False,False,good,,,,,,
if you look across fields the greatest originals are the ones who fail the most because theyre the ones who try the most take classical composers the best of the best why do some of them get more pages in encyclopedias than others and also have their compositions more times one of the best predictors is the sheer volume of compositions that they generate the more output you churn out the more variety you get and the better your chances of stumbling on something truly original even the three icons of classical music bach beethoven mozart had to generate hundreds and hundreds of compositions to come up with a much smaller number of masterpieces,False,False,good,,,,,,
why do some of them get more pages in encyclopedias than others and also have their compositions more times one of the best predictors is the sheer volume of compositions that they generate the more output you churn out the more variety you get and the better your chances of stumbling on something truly original even the three icons of classical music bach beethoven mozart had to generate hundreds and hundreds of compositions to come up with a much smaller number of masterpieces now you may be wondering how did this guy become great without doing a whole lot i dont know how wagner pulled that off but for most of us if we want to be more original we have to generate more ideas the parker founders when they were trying to name their company they needed something sophisticated unique with no negative associations to build a retail brand and they tested over possibilities before they finally put together and parker so if you put all this together what you see is that originals are not that different from the rest of us they feel fear and doubt they procrastinate,False,False,good,,,,,,
he then ran twice for the senate lost twice everyone is broken by life ernest hemingway once said but some people are stronger in the broken places so then he surprised the nation with an upset victory for the presidency over three far more experienced far more educated far more celebrated rivals and then when he won the general election he stunned the nation even more by appointing each of these three rivals into his cabinet it was an unprecedented act at the time because everybody thought hell look like a figurehead compared to these people they said why are you doing this lincoln he said look these are the strongest and most able men in the country the country is in peril i need them by my side but perhaps my old friend lyndon johnson might have put it in less noble fashion better to have your enemies inside the tent out than outside the tent in,True,True,good,,,,,,
relationship with him began on a rather curious level i was selected as a white house fellow when i was years old we had a big dance at the white house president johnson did dance with me that night not that peculiar there were only three women out of the white house fellows but he did whisper in my ear that he wanted me to work directly for him in the white house but it was not to be that simple for in the months leading up to my selection like many young people id been active in the anti vietnam war movement and had written an article against lyndon johnson which unfortunately came out in the new republic two days after the dance in the white house,True,True,good,,,,,,
he was a great storyteller fabulous colorful anecdotal stories there was a problem with these stories however which i later discovered which is that half of them werent true but they were great nonetheless,True,False,bad,,,,,,
so i constantly chatted to him about boyfriends even when i didnt have any at all everything was working perfectly until one day he said he wanted to discuss our relationship sounded very ominous when he took me nearby to the lake conveniently called lake lyndon baines johnson and there was wine and cheese and a red checked tablecloth all the romantic trappings and he started out doris more than any other woman i have ever known and my heart sank and then he said you remind me of my mother,True,True,good,,,,,,
when i was only six years old and my father taught me that mysterious art of keeping score while listening to baseball games so that when he went to work in new york during the day i could record for him the history of that afternoon s brooklyn dodgers game now when youre only six years old and your father comes home every single night and listens to you as i now realize that i in excruciating detail recounted every single play of every inning of the game that had just taken place that afternoon but he made me feel i was telling him a fabulous story it makes you think there is something magic about history to keep your father s attention in fact im convinced i learned the narrative art from those nightly sessions with my father because at first id be so excited i would blurt out the dodgers won or the dodgers lost which took much of the drama of this two hour telling away,True,True,good,,,,,,
and i was so excited first person id ever see outside of field but it so happened he was speaking in a protestant church when you are brought up as a catholic you think that if you ever set foot in a protestant church youll be struck dead at the threshold so i went to my father in tears what are we going to do he said dont worry he is speaking in a parish hall were sitting in folding chairs he is talking about sportsmanship it is not a sin but as i left that night i was certain that somehow id traded the life of my everlasting soul for this one night with roy campanella,True,True,good,,,,,,
whereas to pursue all three with equal dedication is to make possible a life filled not only with achievement but with serenity,False,False,good,,,,,,
illustrate this point abraham lincoln and lyndon johnson as for that first sphere of work i think what abraham lincoln s life suggests is that fierce ambition is a good thing he had a huge ambition but it wasnt simply for office or power or celebrity or fame what it was for was to accomplish something worthy enough in life so that he could make the world a little better place for his having lived in it even as a child it seemed lincoln dreamed heroic dreams he somehow had to escape that hard scrabble farm from which he was born no schooling was possible for him except a few weeks here a few weeks there,False,False,good,,,,,,
