text,humor,pred,result,good,bad,precision,accuracy,recall,F1
and we can just double check that this is right,FALSE,FALSE,good,,,,,,
look at that for a second with my horrible messy handwriting,TRUE,FALSE,bad,,,,,,
and then let us go down here and see look at this,FALSE,FALSE,good,,,,,,
it s the same thing,FALSE,FALSE,good,,,,,,
x the next x is this number times the previous x plus this number times the previous y,FALSE,FALSE,good,,,,,,
and the next y is this number times the previous x plus this number times the previous y plus,FALSE,FALSE,good,,,,,,
so we just need to do one of these four,FALSE,FALSE,good,,,,,,
and each one of those four we do according to a particular probability,FALSE,FALSE,good,,,,,,
right,FALSE,FALSE,good,,,,,,
oh right abcde,TRUE,FALSE,bad,,,,,,
yep that could have written it this way,TRUE,FALSE,bad,,,,,,
that s the generic way of writing,TRUE,FALSE,bad,,,,,,
okay so all right so let us go back into that let us start writing some code,TRUE,FALSE,bad,,,,,,
all right so i have a processing sketch a java based programming environment with a nice api for drawing stuff and lots more processing,TRUE,FALSE,bad,,,,,,
i m going to say background equals zero,TRUE,FALSE,bad,,,,,,
i m going to have an x aaand a y i m going to set those to be zero to start,TRUE,FALSE,bad,,,,,,
i m going to draw i m going to say stroke,TRUE,FALSE,bad,,,,,,
,FALSE,FALSE,good,,,,,,
stroke weight,FALSE,FALSE,good,,,,,,
sorry stroke stroke weight eight,TRUE,FALSE,bad,,,,,,
and then i m going to draw a point at x point y,TRUE,FALSE,bad,,,,,,
ok,FALSE,FALSE,good,,,,,,
and then what i need to do is get the next value,TRUE,FALSE,bad,,,,,,
so next x equals some number a times x plus b times y plus c and actually so let us just use these numbers here,FALSE,FALSE,good,,,,,,
let s just copy these,FALSE,FALSE,good,,,,,,
,TRUE,FALSE,bad,,,,,,
,FALSE,FALSE,good,,,,,,
negative,TRUE,FALSE,bad,,,,,,
negative,TRUE,FALSE,bad,,,,,,
and next y is negative,FALSE,FALSE,good,,,,,,
,FALSE,FALSE,good,,,,,,
,TRUE,FALSE,bad,,,,,,
,TRUE,FALSE,bad,,,,,,
,TRUE,FALSE,bad,,,,,,
,TRUE,FALSE,bad,,,,,,
no what is going on,TRUE,FALSE,bad,,,,,,
ok everything s fine now,TRUE,FALSE,bad,,,,,,
breathe everybody,FALSE,FALSE,good,,,,,,
breathe would be,FALSE,FALSE,good,,,,,,
okay so this is applying that particular transformation,FALSE,FALSE,good,,,,,,
and then i could just say x equals next x y equals next y,TRUE,FALSE,bad,,,,,,
so what if i were to do this and run this,TRUE,FALSE,bad,,,,,,
i do not get any errors,TRUE,FALSE,bad,,,,,,
so i do see this circle over here being drawn,TRUE,FALSE,bad,,,,,,
so here s the thing,FALSE,FALSE,good,,,,,,
i m only applying one of those transformations,TRUE,FALSE,bad,,,,,,
i need to pick one of four,TRUE,FALSE,bad,,,,,,
and i also am not thinking sort of thoughtfully about the pixel space,TRUE,FALSE,bad,,,,,,
so i need to do a mapping right,TRUE,FALSE,bad,,,,,,
x with pixels goes from to to,FALSE,FALSE,good,,,,,,
but maybe i want to think of this as a space between negative and and negative and,TRUE,FALSE,bad,,,,,,
so what i want to do is say when i actually go to draw it pixel x equals map x which goes between negative and to and width and pixel y between negative and,TRUE,FALSE,bad,,,,,,
and i m going to flip the axis height,TRUE,FALSE,bad,,,,,,
and then i m going to draw the point at px py,TRUE,FALSE,bad,,,,,,
let s run this,FALSE,FALSE,good,,,,,,
and then oh okay and then i only want to draw the background once,TRUE,FALSE,bad,,,,,,
and we can see there we go,FALSE,FALSE,good,,,,,,
so if i apply that transformation over and over again we can see the point going up that way,FALSE,FALSE,good,,,,,,
now is that right,TRUE,FALSE,bad,,,,,,
that looked weird to me,TRUE,FALSE,bad,,,,,,
this has to be y,FALSE,FALSE,good,,,,,,
yes this needs to be y i was like mapping the x value,TRUE,FALSE,bad,,,,,,
i was like why is it uh alright,TRUE,FALSE,bad,,,,,,
so uh mmm alright,TRUE,FALSE,bad,,,,,,
it s not moving very much but that is fine,TRUE,FALSE,bad,,,,,,
i m just applying this one transformation,TRUE,FALSE,bad,,,,,,
alright let us look at the values,FALSE,FALSE,good,,,,,,
just to sort of see what those values aaare doing,TRUE,FALSE,bad,,,,,,
and we can see there we go,FALSE,FALSE,good,,,,,,
now it kind of settled,TRUE,FALSE,bad,,,,,,
interestingly enough it settled to a fixed point,FALSE,FALSE,good,,,,,,
hmm,FALSE,FALSE,good,,,,,,
but here s the thing,FALSE,FALSE,good,,,,,,
we need to do one of four transformations,FALSE,FALSE,good,,,,,,
so i need to do the tedious thing,TRUE,FALSE,bad,,,,,,
now i could probably write the encode these into arrays and like automatically,FALSE,FALSE,good,,,,,,
but i m going to do this in a very long winded way,TRUE,FALSE,bad,,,,,,
just to see the code,FALSE,FALSE,good,,,,,,
i m going to have four of these possibilities,TRUE,FALSE,bad,,,,,,
so this is actually number two,FALSE,FALSE,good,,,,,,
i need to have one,TRUE,FALSE,bad,,,,,,
i need to have three,TRUE,FALSE,bad,,,,,,
and i need to have four,TRUE,FALSE,bad,,,,,,
and i probably should put these in a function,TRUE,FALSE,bad,,,,,,
but oh there is so many ways i could organize the code to be better,TRUE,FALSE,bad,,,,,,
but i m going to just do it this way right now,TRUE,FALSE,bad,,,,,,
and i m going to maybe i ll refactor it all later let you do that,TRUE,FALSE,bad,,,,,,
so let us go back and look at the algorithm,FALSE,FALSE,good,,,,,,
this is just zero and point one six times y,FALSE,FALSE,good,,,,,,
so this one is actually just zero,FALSE,FALSE,good,,,,,,
and this is actually just zero point one zero point one six times y,FALSE,FALSE,good,,,,,,
that s option number one,TRUE,FALSE,bad,,,,,,
option number two we did,FALSE,FALSE,good,,,,,,
option number three,FALSE,FALSE,good,,,,,,
option number three is point two negative point two six point two negative zero point two six,TRUE,FALSE,bad,,,,,,
and then point two three point two two one point six,FALSE,FALSE,good,,,,,,
point two three point two two two point six what that what it was,TRUE,FALSE,bad,,,,,,
one point six,FALSE,FALSE,good,,,,,,
and then option number four is negative point one five point two eight,FALSE,FALSE,good,,,,,,
you re really watching me do this,TRUE,FALSE,bad,,,,,,
negative one five and two eight,TRUE,FALSE,bad,,,,,,
that s not right,TRUE,FALSE,bad,,,,,,
yeah it is right,TRUE,FALSE,bad,,,,,,
and then two six two four four four,FALSE,FALSE,good,,,,,,
two six two four four four four,FALSE,FALSE,good,,,,,,
let s auto format all this,FALSE,FALSE,good,,,,,,
okay now this is the really important part,TRUE,FALSE,bad,,,,,,
i need everything to line up,TRUE,FALSE,bad,,,,,,
it s not lining up the way i wanted to,TRUE,FALSE,bad,,,,,,
help me line up,TRUE,FALSE,bad,,,,,,
no no this plus has to go here,TRUE,FALSE,bad,,,,,,
this has to go there,FALSE,FALSE,good,,,,,,
that s ok now,FALSE,FALSE,good,,,,,,
this is ok,FALSE,FALSE,good,,,,,,
that s fine,FALSE,FALSE,good,,,,,,
that s fine,FALSE,FALSE,good,,,,,,
ok it is fine now,TRUE,FALSE,bad,,,,,,
everything s okay everybody,TRUE,FALSE,bad,,,,,,
oh wait no no no,TRUE,FALSE,bad,,,,,,
i need a zero here,TRUE,FALSE,bad,,,,,,
definitely need a zero there,TRUE,TRUE,good,,,,,,
ok,FALSE,FALSE,good,,,,,,
what s wrong,TRUE,FALSE,bad,,,,,,
oh no no,TRUE,FALSE,bad,,,,,,
these have to go over because there is no negative there,TRUE,FALSE,bad,,,,,,
oh and this has yeah i do not like this,TRUE,TRUE,good,,,,,,
this has to go over too,FALSE,FALSE,good,,,,,,
yes yes,FALSE,FALSE,good,,,,,,
ok this has to go over,TRUE,FALSE,bad,,,,,,
there we go,FALSE,FALSE,good,,,,,,
ok that is much better now,TRUE,FALSE,bad,,,,,,
now the other thing is i m just going to say float next x,TRUE,FALSE,bad,,,,,,
float next y,FALSE,FALSE,good,,,,,,
and then i m going to because i just wanted to clear the variables once,TRUE,FALSE,bad,,,,,,
i m going to get rid of all of these,TRUE,FALSE,bad,,,,,,
yes you are watching me do this in the most tedious ridiculous way possible,TRUE,FALSE,bad,,,,,,
but it is good this is good for you,TRUE,FALSE,bad,,,,,,
because you are in your frustration and like oh i got a lot,TRUE,TRUE,good,,,,,,
you re going to you are going to improve your coding skills by doing it in a different way,TRUE,FALSE,bad,,,,,,
watching me and my poor poor poor way of doing this,TRUE,FALSE,bad,,,,,,
ok,FALSE,FALSE,good,,,,,,
so this is good,TRUE,FALSE,bad,,,,,,
now i need to now i m going to pick a random number,TRUE,FALSE,bad,,,,,,
and i m just going to say i m going to just do this,TRUE,FALSE,bad,,,,,,
if r is less i m going to i m going to do a one out of four chance for each of these,TRUE,FALSE,bad,,,,,,
if r is less than do this,FALSE,FALSE,good,,,,,,
otherwise if r is less than do this one,FALSE,FALSE,good,,,,,,
otherwise otherwise if r is less than do this one,FALSE,FALSE,good,,,,,,
and then otherwise do the last one,FALSE,FALSE,good,,,,,,
so now i m just doing a one out of four chance of doing any of these,TRUE,FALSE,bad,,,,,,
ok,FALSE,FALSE,good,,,,,,
so let s all right,TRUE,FALSE,bad,,,,,,
so let us run this and see what happens,FALSE,FALSE,good,,,,,,
we re not going to get the fern,TRUE,FALSE,bad,,,,,,
but we should get ooh look at this,TRUE,FALSE,bad,,,,,,
i m getting something,TRUE,FALSE,bad,,,,,,
it s just look at this,TRUE,FALSE,bad,,,,,,
oh it might even be like two,TRUE,FALSE,bad,,,,,,
it s just look at this,TRUE,FALSE,bad,,,,,,
oh it might even be like tree like,TRUE,FALSE,bad,,,,,,
so one thing i want to do is i want to pick the i want to take this which is like sort of like next point,TRUE,FALSE,bad,,,,,,
and i m going to put that into its own function next point,TRUE,FALSE,bad,,,,,,
so that i can because i m i m probably going to want to also do this,TRUE,FALSE,bad,,,,,,
oh and then i m going to take this and draw a point,TRUE,FALSE,bad,,,,,,
and then because i might want to do these multiple times in draw,TRUE,FALSE,bad,,,,,,
so i think just and i could probably do this in an object oriented way,TRUE,FALSE,bad,,,,,,
i should probably store it in a ray of all the points,TRUE,FALSE,bad,,,,,,
but let us just look at this,FALSE,FALSE,good,,,,,,
so now let s let me let this go a little faster,TRUE,FALSE,bad,,,,,,
let me say do a hundred of these transformations per frame,FALSE,FALSE,good,,,,,,
and we can see and by the way should be at the bottom,FALSE,FALSE,good,,,,,,
i am now sort of figuring out,TRUE,FALSE,bad,,,,,,
so i m going to put at the bottom,TRUE,FALSE,bad,,,,,,
so i m going to map this from a two two down to,TRUE,FALSE,bad,,,,,,
right,FALSE,FALSE,good,,,,,,
oh whoa i did that,TRUE,FALSE,bad,,,,,,
no to i mean,TRUE,FALSE,bad,,,,,,
to,FALSE,FALSE,good,,,,,,
there we go,FALSE,FALSE,good,,,,,,
so here s my weird tree thing that i m making without being thoughtful about those probabilities,TRUE,FALSE,bad,,,,,,
let s go look at the wikipedia page for those probabilities,FALSE,FALSE,good,,,,,,
and you can see they are actually right here in this table,TRUE,FALSE,bad,,,,,,
so this table is actually defining all those coefficients,FALSE,FALSE,good,,,,,,
and here in repeat probability,FALSE,FALSE,good,,,,,,
so we have a chance of the first one chance of the second chance of the third and chance of the fourth,FALSE,FALSE,good,,,,,,
so i m actually going to put this i m going to amazingly do this in an array,TRUE,FALSE,bad,,,,,,
well actually so so okay,TRUE,TRUE,good,,,,,,
so there is let us think about this,FALSE,FALSE,good,,,,,,
back here,FALSE,FALSE,good,,,,,,
there s a chance of this first one,FALSE,FALSE,good,,,,,,
so i know that should be this,TRUE,FALSE,bad,,,,,,
now i want to have an chance of this second one,TRUE,FALSE,bad,,,,,,
so now i actually need to look and see is it less than,TRUE,FALSE,bad,,,,,,
because if it is less than that is a chance,TRUE,FALSE,bad,,,,,,
and between and is,FALSE,FALSE,good,,,,,,
then i need to do less than right,TRUE,FALSE,bad,,,,,,
because there is a chance of this third one,TRUE,FALSE,bad,,,,,,
and in all other cases the fourth one,FALSE,FALSE,good,,,,,,
so let us look at this now,FALSE,FALSE,good,,,,,,
and are we going to get a barnsley firm,FALSE,FALSE,good,,,,,,
this is looking pretty good,FALSE,FALSE,good,,,,,,
now everything s like way off the screen right,TRUE,FALSE,bad,,,,,,
because i was not proud,TRUE,FALSE,bad,,,,,,
i was like oh that ll just make up between negative and,TRUE,FALSE,bad,,,,,,
but you might have noticed remember the jazz timing,TRUE,FALSE,bad,,,,,,
plus,FALSE,FALSE,good,,,,,,
so clearly the point can go further than that,FALSE,FALSE,good,,,,,,
so let us give ourselves some more space,FALSE,FALSE,good,,,,,,
so where are the mappings,TRUE,FALSE,bad,,,,,,
the mappings are here,FALSE,FALSE,good,,,,,,
let s go from to,TRUE,FALSE,bad,,,,,,
and let us try negative to,TRUE,FALSE,bad,,,,,,
and let us make the stroke weight a little bit less,TRUE,FALSE,bad,,,,,,
let s give ourselves much more space,FALSE,FALSE,good,,,,,,
oh look at that,TRUE,FALSE,bad,,,,,,
